SYSCALL_pid,SYSCALL_timestamp,SYSCALL_syscall,PROCESS_uid,SYSCALL_success,SYSCALL_exit,SYSCALL_exit_hint,PROCESS_comm,CUSTOM_openFiles,CUSTOM_libs,base_activity_label,ground_truth_activity_label,EventID
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548133285888.0,548133285888,cron,"['tmp', 'cron', 'common-auth', 'libtirpc.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3']",mmap_root,mmap_root_yes,55
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548133531648.0,548133531648,cron,"['tmp', 'cron', 'common-auth', 'libtirpc.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3']",mmap_root,mmap_root_yes,56
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3']",close_root,close_root_yes,57
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libgssapi_krb5.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3']",openat_root,openat_root_yes,58
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548132900864.0,548132900864,cron,"['tmp', 'cron', 'common-auth', 'libgssapi_krb5.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2']",mmap_root,mmap_root_yes,59
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548133269504.0,548133269504,cron,"['tmp', 'cron', 'common-auth', 'libgssapi_krb5.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2']",mmap_root,mmap_root_yes,60
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2']",close_root,close_root_yes,61
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libkrb5.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2']",openat_root,openat_root_yes,62
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131942400.0,548131942400,cron,"['tmp', 'cron', 'common-auth', 'libkrb5.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3']",mmap_root,mmap_root_yes,63
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548132839424.0,548132839424,cron,"['tmp', 'cron', 'common-auth', 'libkrb5.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3']",mmap_root,mmap_root_yes,64
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3']",close_root,close_root_yes,65
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libk5crypto.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3']",openat_root,openat_root_yes,66
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131688448.0,548131688448,cron,"['tmp', 'cron', 'common-auth', 'libk5crypto.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3']",mmap_root,mmap_root_yes,67
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131930112.0,548131930112,cron,"['tmp', 'cron', 'common-auth', 'libk5crypto.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3']",mmap_root,mmap_root_yes,68
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131938304.0,548131938304,cron,"['tmp', 'cron', 'common-auth', 'libk5crypto.so.3']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3']",mmap_root,mmap_root_yes,69
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3']",close_root,close_root_yes,70
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libcom_err.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3']",openat_root,openat_root_yes,71
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131606528.0,548131606528,cron,"['tmp', 'cron', 'common-auth', 'libcom_err.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2']",mmap_root,mmap_root_yes,72
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,736,mmap,root,yes,548131680256.0,548131680256,cron,"['tmp', 'cron', 'common-auth', 'libcom_err.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2']",mmap_root,mmap_root_yes,73
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2']",close_root,close_root_yes,74
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libkrb5support.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2']",openat_root,openat_root_yes,75
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131487744.0,548131487744,cron,"['tmp', 'cron', 'common-auth', 'libkrb5support.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0']",mmap_root,mmap_root_yes,76
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131598336.0,548131598336,cron,"['tmp', 'cron', 'common-auth', 'libkrb5support.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0']",mmap_root,mmap_root_yes,77
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0']",close_root,close_root_yes,78
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libkeyutils.so.1']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0']",openat_root,openat_root_yes,79
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131401728.0,548131401728,cron,"['tmp', 'cron', 'common-auth', 'libkeyutils.so.1']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1']",mmap_root,mmap_root_yes,80
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131479552.0,548131479552,cron,"['tmp', 'cron', 'common-auth', 'libkeyutils.so.1']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1']",mmap_root,mmap_root_yes,81
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1']",close_root,close_root_yes,82
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'libresolv.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1']",openat_root,openat_root_yes,83
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131241984.0,548131241984,cron,"['tmp', 'cron', 'common-auth', 'libresolv.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",mmap_root,mmap_root_yes,84
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131385344.0,548131385344,cron,"['tmp', 'cron', 'common-auth', 'libresolv.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",mmap_root,mmap_root_yes,85
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,mmap,root,yes,548131393536.0,548131393536,cron,"['tmp', 'cron', 'common-auth', 'libresolv.so.2']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",mmap_root,mmap_root_yes,86
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,740,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",close_root,close_root_yes,87
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,munmap,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",munmap_root,munmap_root_yes,88
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'pam_deny.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2']",openat_root,openat_root_yes,89
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,mmap,root,yes,548131168256.0,548131168256,cron,"['tmp', 'cron', 'common-auth', 'pam_deny.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so']",mmap_root,mmap_root_yes,90
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,mmap,root,yes,548131233792.0,548131233792,cron,"['tmp', 'cron', 'common-auth', 'pam_deny.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so']",mmap_root,mmap_root_yes,91
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so']",close_root,close_root_yes,92
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,openat,root,yes,9.0,9,cron,"['tmp', 'cron', 'common-auth', 'pam_permit.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so']",openat_root,openat_root_yes,93
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,mmap,root,yes,548131094528.0,548131094528,cron,"['tmp', 'cron', 'common-auth', 'pam_permit.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so']",mmap_root,mmap_root_yes,94
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,mmap,root,yes,548131160064.0,548131160064,cron,"['tmp', 'cron', 'common-auth', 'pam_permit.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so']",mmap_root,mmap_root_yes,95
fd393f66-c51b-44d3-bc85-0f8e2c1094dd_549561,748,close,root,yes,0.0,0,cron,"['tmp', 'cron', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so']",close_root,close_root_yes,96
