EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource
62,C00008_r2,2025-01-01 08:17:05,Reject submission,1,922,145.6,Head Manager Assistant
63,C00008_r2,2025-01-01 08:17:06,Complete process,0,0,0.0,System
64,C00014_r0,2025-01-01 08:26:00,Start process,5,10,10.0,System
65,C00014_r1,2025-01-01 08:26:01,Start process,5,10,10.0,System
66,C00014_r2,2025-01-01 08:26:02,Start process,5,10,10.0,System
67,C00014_r0,2025-01-01 08:27:00,Check document,2,120,30.0,Clerk
68,C00014_r1,2025-01-01 08:27:01,Check document,2,120,30.0,Clerk
69,C00014_r2,2025-01-01 08:27:02,Check document,2,120,30.0,Clerk
70,C00015_r0,2025-01-01 08:28:00,Start process,5,10,10.0,System
71,C00014_r0,2025-01-01 08:28:00,Submit application,3,143,30.0,Clerk
74,C00014_r1,2025-01-01 08:28:01,Submit application,3,143,30.0,Clerk
72,C00015_r1,2025-01-01 08:28:01,Start process,5,10,10.0,System
73,C00014_r0,2025-01-01 08:28:01,Review submission,8,850,100.0,Reviewer
76,C00015_r2,2025-01-01 08:28:02,Start process,5,10,10.0,System
77,C00014_r2,2025-01-01 08:28:02,Submit application,3,143,30.0,Clerk
75,C00014_r1,2025-01-01 08:28:02,Review submission,8,850,100.0,Reviewer
78,C00014_r2,2025-01-01 08:28:03,Review submission,8,850,100.0,Reviewer
79,C00014_r0,2025-01-01 08:29:00,Approve application,2,130,20.0,Manager
80,C00015_r0,2025-01-01 08:29:00,Check document,2,120,30.0,Clerk
81,C00015_r1,2025-01-01 08:29:01,Check document,2,120,30.0,Clerk
82,C00014_r1,2025-01-01 08:29:01,Disapprove application,2,130,20.0,review_board
83,C00014_r0,2025-01-01 08:29:01,Complete process,0,0,0.0,System
84,C00014_r2,2025-01-01 08:29:02,Approve application,2,130,20.0,Manager
85,C00014_r1,2025-01-01 08:29:02,Revise document,8,932,182.0,Supervisor
86,C00015_r2,2025-01-01 08:29:02,Check document,2,120,30.0,Clerk
87,C00014_r1,2025-01-01 08:29:03,Submit application,8,7218,211.8,Supervisor
88,C00014_r2,2025-01-01 08:29:03,Complete process,0,0,0.0,System
89,C00014_r1,2025-01-01 08:29:04,Reject submission,1,922,145.6,Head Manager Assistant
90,C00014_r1,2025-01-01 08:29:05,Complete process,0,0,0.0,System
91,C00015_r0,2025-01-01 08:30:00,Submit application,3,84,43.0,Junior Staff
92,C00015_r1,2025-01-01 08:30:01,Submit application,3,84,43.0,Junior Staff
93,C00015_r0,2025-01-01 08:30:01,Review submission,8,850,100.0,Reviewer
94,C00015_r2,2025-01-01 08:30:02,Submit application,3,84,43.0,Junior Staff
95,C00015_r1,2025-01-01 08:30:02,Review submission,8,850,100.0,Reviewer
96,C00015_r2,2025-01-01 08:30:03,Review submission,8,850,100.0,Reviewer
97,C00015_r0,2025-01-01 08:31:00,Disapprove application,2,130,20.0,review_board
98,C00015_r0,2025-01-01 08:31:01,Revise document,8,932,182.0,Supervisor
99,C00015_r1,2025-01-01 08:31:01,Approve application,2,130,20.0,Manager
100,C00015_r0,2025-01-01 08:31:02,Submit application,10,4495,219.5,Supervisor
101,C00015_r1,2025-01-01 08:31:02,Complete process,0,0,0.0,System
102,C00015_r2,2025-01-01 08:31:02,Disapprove application,2,130,20.0,review_board
103,C00015_r0,2025-01-01 08:31:03,Accept submission,1,922,145.6,Head Manager Assistant
104,C00015_r2,2025-01-01 08:31:03,Revise document,8,932,182.0,Supervisor
105,C00015_r2,2025-01-01 08:31:04,Submit application,9,1092,204.7,Senior Analyst
106,C00015_r0,2025-01-01 08:31:04,Complete process,0,0,0.0,System
107,C00015_r2,2025-01-01 08:31:05,Accept submission,1,922,145.6,Head Manager Assistant
108,C00015_r2,2025-01-01 08:31:06,Complete process,0,0,0.0,System
109,C00017_r0,2025-01-01 08:32:00,Start process,5,10,10.0,System
110,C00017_r1,2025-01-01 08:32:01,Start process,5,10,10.0,System
111,C00017_r2,2025-01-01 08:32:02,Start process,5,10,10.0,System
112,C00017_r0,2025-01-01 08:33:00,Check document,2,120,30.0,Clerk
113,C00017_r1,2025-01-01 08:33:01,Check document,2,120,30.0,Clerk
114,C00017_r2,2025-01-01 08:33:02,Check document,2,120,30.0,Clerk
115,C00017_r0,2025-01-01 08:34:00,Submit application,2,143,56.0,Clerk
116,C00018_r0,2025-01-01 08:34:00,Start process,5,10,10.0,System
117,C00017_r1,2025-01-01 08:34:01,Submit application,2,143,56.0,Clerk
118,C00018_r1,2025-01-01 08:34:01,Start process,5,10,10.0,System
119,C00017_r0,2025-01-01 08:34:01,Review submission,8,850,100.0,Reviewer
120,C00017_r1,2025-01-01 08:34:02,Review submission,8,850,100.0,Reviewer
121,C00018_r2,2025-01-01 08:34:02,Start process,5,10,10.0,System
122,C00017_r2,2025-01-01 08:34:02,Submit application,2,143,56.0,Clerk
123,C00017_r2,2025-01-01 08:34:03,Review submission,8,850,100.0,Reviewer
124,C00017_r0,2025-01-01 08:35:00,Approve application,2,130,20.0,Manager
125,C00018_r0,2025-01-01 08:35:00,Check document,2,120,30.0,Clerk
126,C00017_r0,2025-01-01 08:35:01,Complete process,0,0,0.0,System
127,C00017_r1,2025-01-01 08:35:01,Approve application,2,130,20.0,Manager
128,C00018_r1,2025-01-01 08:35:01,Check document,2,120,30.0,Clerk
131,C00017_r2,2025-01-01 08:35:02,Disapprove application,2,130,20.0,review_board
129,C00017_r1,2025-01-01 08:35:02,Complete process,0,0,0.0,System
130,C00018_r2,2025-01-01 08:35:02,Check document,2,120,30.0,Clerk
132,C00017_r2,2025-01-01 08:35:03,Revise document,8,932,182.0,Supervisor
133,C00017_r2,2025-01-01 08:35:04,Submit application,8,5041,199.5,Supervisor
134,C00017_r2,2025-01-01 08:35:05,Reject submission,1,922,145.6,Head Manager Assistant
135,C00017_r2,2025-01-01 08:35:06,Complete process,0,0,0.0,System
136,C00018_r0,2025-01-01 08:36:00,Submit application,3,146,49.0,Clerk
137,C00018_r1,2025-01-01 08:36:01,Submit application,3,146,49.0,Clerk
138,C00018_r0,2025-01-01 08:36:01,Review submission,8,850,100.0,Reviewer
139,C00018_r1,2025-01-01 08:36:02,Review submission,8,850,100.0,Reviewer
140,C00018_r2,2025-01-01 08:36:02,Submit application,3,146,49.0,Clerk
141,C00018_r2,2025-01-01 08:36:03,Review submission,8,850,100.0,Reviewer
142,C00018_r0,2025-01-01 08:37:00,Approve application,2,130,20.0,Manager
143,C00018_r1,2025-01-01 08:37:01,Disapprove application,2,130,20.0,review_board
144,C00018_r0,2025-01-01 08:37:01,Complete process,0,0,0.0,System
145,C00018_r1,2025-01-01 08:37:02,Revise document,8,932,182.0,Supervisor
146,C00018_r2,2025-01-01 08:37:02,Disapprove application,2,130,20.0,review_board
147,C00018_r2,2025-01-01 08:37:03,Revise document,8,932,182.0,Supervisor
148,C00018_r1,2025-01-01 08:37:03,Submit application,10,2448,214.6,Senior Analyst
149,C00018_r1,2025-01-01 08:37:04,Reject submission,1,922,145.6,Head Manager Assistant
150,C00018_r2,2025-01-01 08:37:04,Submit application,11,3411,221.4,Supervisor
151,C00018_r1,2025-01-01 08:37:05,Complete process,0,0,0.0,System
152,C00018_r2,2025-01-01 08:37:05,Reject submission,1,922,145.6,Head Manager Assistant
153,C00018_r2,2025-01-01 08:37:06,Complete process,0,0,0.0,System
154,C00020_r0,2025-01-01 08:38:00,Start process,5,10,10.0,System
155,C00020_r1,2025-01-01 08:38:01,Start process,5,10,10.0,System
156,C00020_r2,2025-01-01 08:38:02,Start process,5,10,10.0,System
157,C00020_r0,2025-01-01 08:39:00,Check document,2,120,30.0,Clerk
158,C00020_r1,2025-01-01 08:39:01,Check document,2,120,30.0,Clerk
159,C00020_r2,2025-01-01 08:39:02,Check document,2,120,30.0,Clerk
160,C00020_r0,2025-01-01 08:40:00,Submit application,3,130,30.0,Clerk
161,C00021_r0,2025-01-01 08:40:00,Start process,5,10,10.0,System
162,C00020_r0,2025-01-01 08:40:01,Review submission,8,850,100.0,Reviewer
163,C00020_r1,2025-01-01 08:40:01,Submit application,3,130,30.0,Clerk
164,C00021_r1,2025-01-01 08:40:01,Start process,5,10,10.0,System
165,C00020_r1,2025-01-01 08:40:02,Review submission,8,850,100.0,Reviewer
166,C00021_r2,2025-01-01 08:40:02,Start process,5,10,10.0,System
167,C00020_r2,2025-01-01 08:40:02,Submit application,3,130,30.0,Clerk
168,C00020_r2,2025-01-01 08:40:03,Review submission,8,850,100.0,Reviewer
169,C00021_r0,2025-01-01 08:41:00,Check document,2,120,30.0,Clerk
170,C00020_r0,2025-01-01 08:41:00,Approve application,2,130,20.0,Manager
172,C00020_r1,2025-01-01 08:41:01,Approve application,2,130,20.0,Manager
173,C00021_r1,2025-01-01 08:41:01,Check document,2,120,30.0,Clerk
171,C00020_r0,2025-01-01 08:41:01,Complete process,0,0,0.0,System
174,C00021_r2,2025-01-01 08:41:02,Check document,2,120,30.0,Clerk
175,C00020_r2,2025-01-01 08:41:02,Disapprove application,2,130,20.0,review_board
176,C00020_r1,2025-01-01 08:41:02,Complete process,0,0,0.0,System
177,C00020_r2,2025-01-01 08:41:03,Revise document,8,932,182.0,Supervisor
178,C00020_r2,2025-01-01 08:41:04,Submit application,8,2278,202.8,Senior Analyst
179,C00020_r2,2025-01-01 08:41:05,Reject submission,1,922,145.6,Head Manager Assistant
180,C00020_r2,2025-01-01 08:41:06,Complete process,0,0,0.0,System
181,C00021_r0,2025-01-01 08:42:00,Submit application,3,127,50.0,Clerk
182,C00021_r0,2025-01-01 08:42:01,Review submission,8,850,100.0,Reviewer
183,C00021_r1,2025-01-01 08:42:01,Submit application,3,127,50.0,Clerk
184,C00021_r1,2025-01-01 08:42:02,Review submission,8,850,100.0,Reviewer
185,C00021_r2,2025-01-01 08:42:02,Submit application,3,127,50.0,Clerk
186,C00021_r2,2025-01-01 08:42:03,Review submission,8,850,100.0,Reviewer
187,C00021_r0,2025-01-01 08:43:00,Approve application,2,130,20.0,Manager
188,C00021_r0,2025-01-01 08:43:01,Complete process,0,0,0.0,System
189,C00021_r1,2025-01-01 08:43:01,Approve application,2,130,20.0,Manager
190,C00021_r1,2025-01-01 08:43:02,Complete process,0,0,0.0,System
191,C00021_r2,2025-01-01 08:43:02,Disapprove application,2,130,20.0,review_board
192,C00021_r2,2025-01-01 08:43:03,Revise document,8,932,182.0,Supervisor
193,C00021_r2,2025-01-01 08:43:04,Submit application,8,3237,222.2,Supervisor
194,C00021_r2,2025-01-01 08:43:05,Reject submission,1,922,145.6,Head Manager Assistant
195,C00021_r2,2025-01-01 08:43:06,Complete process,0,0,0.0,System
196,C00023_r0,2025-01-01 08:44:00,Start process,5,10,10.0,System
197,C00023_r1,2025-01-01 08:44:01,Start process,5,10,10.0,System
198,C00023_r2,2025-01-01 08:44:02,Start process,5,10,10.0,System
199,C00023_r0,2025-01-01 08:45:00,Check document,2,120,30.0,Clerk
200,C00023_r1,2025-01-01 08:45:01,Check document,2,120,30.0,Clerk
201,C00023_r2,2025-01-01 08:45:02,Check document,2,120,30.0,Clerk
202,C00023_r0,2025-01-01 08:46:00,Submit application,3,86,52.0,Junior Staff
203,C00023_r0,2025-01-01 08:46:01,Review submission,8,850,100.0,Reviewer
204,C00023_r1,2025-01-01 08:46:01,Submit application,3,86,52.0,Junior Staff
205,C00023_r2,2025-01-01 08:46:02,Submit application,3,86,52.0,Junior Staff
206,C00023_r1,2025-01-01 08:46:02,Review submission,8,850,100.0,Reviewer
207,C00023_r2,2025-01-01 08:46:03,Review submission,8,850,100.0,Reviewer
208,C00023_r0,2025-01-01 08:47:00,Approve application,2,130,20.0,Manager
209,C00023_r0,2025-01-01 08:47:01,Complete process,0,0,0.0,System
210,C00023_r1,2025-01-01 08:47:01,Approve application,2,130,20.0,Manager
211,C00023_r2,2025-01-01 08:47:02,Disapprove application,2,130,20.0,review_board
212,C00023_r1,2025-01-01 08:47:02,Complete process,0,0,0.0,System
213,C00023_r2,2025-01-01 08:47:03,Revise document,8,932,182.0,Supervisor
214,C00023_r2,2025-01-01 08:47:04,Submit application,11,2698,184.3,Supervisor
215,C00023_r2,2025-01-01 08:47:05,Reject submission,1,922,145.6,Head Manager Assistant
216,C00023_r2,2025-01-01 08:47:06,Complete process,0,0,0.0,System
217,C00025_r0,2025-01-01 08:48:00,Start process,5,10,10.0,System
218,C00025_r1,2025-01-01 08:48:01,Start process,5,10,10.0,System
219,C00025_r2,2025-01-01 08:48:02,Start process,5,10,10.0,System
220,C00025_r0,2025-01-01 08:49:00,Check document,2,120,30.0,Clerk
221,C00025_r1,2025-01-01 08:49:01,Check document,2,120,30.0,Clerk
222,C00025_r2,2025-01-01 08:49:02,Check document,2,120,30.0,Clerk
223,C00026_r0,2025-01-01 08:50:00,Start process,5,10,10.0,System
224,C00025_r0,2025-01-01 08:50:00,Submit application,1,134,60.0,Clerk
227,C00026_r1,2025-01-01 08:50:01,Start process,5,10,10.0,System
225,C00025_r0,2025-01-01 08:50:01,Review submission,8,850,100.0,Reviewer
226,C00025_r1,2025-01-01 08:50:01,Submit application,1,134,60.0,Clerk
229,C00025_r1,2025-01-01 08:50:02,Review submission,8,850,100.0,Reviewer
230,C00025_r2,2025-01-01 08:50:02,Submit application,1,134,60.0,Clerk
228,C00026_r2,2025-01-01 08:50:02,Start process,5,10,10.0,System
231,C00025_r2,2025-01-01 08:50:03,Review submission,8,850,100.0,Reviewer
232,C00026_r0,2025-01-01 08:51:00,Check document,2,120,30.0,Clerk
233,C00025_r0,2025-01-01 08:51:00,Disapprove application,2,130,20.0,review_board
234,C00025_r1,2025-01-01 08:51:01,Disapprove application,2,130,20.0,review_board
235,C00026_r1,2025-01-01 08:51:01,Check document,2,120,30.0,Clerk
236,C00025_r0,2025-01-01 08:51:01,Revise document,8,932,182.0,Supervisor
237,C00026_r2,2025-01-01 08:51:02,Check document,2,120,30.0,Clerk
238,C00025_r2,2025-01-01 08:51:02,Disapprove application,2,130,20.0,review_board
239,C00025_r0,2025-01-01 08:51:02,Submit application,9,2194,236.3,Senior Analyst
240,C00025_r1,2025-01-01 08:51:02,Revise document,8,932,182.0,Supervisor
241,C00025_r2,2025-01-01 08:51:03,Revise document,8,932,182.0,Supervisor
242,C00025_r0,2025-01-01 08:51:03,Accept submission,1,922,145.6,Head Manager Assistant
243,C00025_r1,2025-01-01 08:51:03,Submit application,8,4402,213.3,Senior Analyst
244,C00025_r2,2025-01-01 08:51:04,Submit application,8,5461,205.3,Senior Analyst
245,C00025_r0,2025-01-01 08:51:04,Complete process,0,0,0.0,System
246,C00025_r1,2025-01-01 08:51:04,Reject submission,1,922,145.6,Head Manager Assistant
247,C00025_r1,2025-01-01 08:51:05,Complete process,0,0,0.0,System
248,C00025_r2,2025-01-01 08:51:05,Accept submission,1,922,145.6,Head Manager Assistant
249,C00025_r2,2025-01-01 08:51:06,Complete process,0,0,0.0,System
250,C00027_r0,2025-01-01 08:52:00,Start process,5,10,10.0,System
251,C00026_r0,2025-01-01 08:52:00,Submit application,1,118,47.0,Junior Staff
252,C00026_r0,2025-01-01 08:52:01,Review submission,8,850,100.0,Reviewer
253,C00026_r1,2025-01-01 08:52:01,Submit application,1,118,47.0,Junior Staff
254,C00027_r1,2025-01-01 08:52:01,Start process,5,10,10.0,System
257,C00027_r2,2025-01-01 08:52:02,Start process,5,10,10.0,System
255,C00026_r1,2025-01-01 08:52:02,Review submission,8,850,100.0,Reviewer
256,C00026_r2,2025-01-01 08:52:02,Submit application,1,118,47.0,Junior Staff
258,C00026_r2,2025-01-01 08:52:03,Review submission,8,850,100.0,Reviewer
259,C00026_r0,2025-01-01 08:53:00,Disapprove application,2,130,20.0,review_board
260,C00027_r0,2025-01-01 08:53:00,Check document,2,120,30.0,Clerk
261,C00026_r1,2025-01-01 08:53:01,Approve application,2,130,20.0,Manager
262,C00027_r1,2025-01-01 08:53:01,Check document,2,120,30.0,Clerk
263,C00026_r0,2025-01-01 08:53:01,Revise document,8,932,182.0,Supervisor
264,C00026_r1,2025-01-01 08:53:02,Complete process,0,0,0.0,System
265,C00026_r0,2025-01-01 08:53:02,Submit application,11,9898,195.0,Supervisor
266,C00026_r2,2025-01-01 08:53:02,Disapprove application,2,130,20.0,review_board
267,C00027_r2,2025-01-01 08:53:02,Check document,2,120,30.0,Clerk
268,C00026_r0,2025-01-01 08:53:03,Reject submission,1,922,145.6,Head Manager Assistant
269,C00026_r2,2025-01-01 08:53:03,Revise document,8,932,182.0,Supervisor
270,C00026_r2,2025-01-01 08:53:04,Submit application,9,4228,211.9,Supervisor
271,C00026_r0,2025-01-01 08:53:04,Complete process,0,0,0.0,System
272,C00026_r2,2025-01-01 08:53:05,Reject submission,1,922,145.6,Head Manager Assistant
273,C00026_r2,2025-01-01 08:53:06,Complete process,0,0,0.0,System
274,C00027_r0,2025-01-01 08:54:00,Submit application,2,149,44.0,Clerk
275,C00028_r0,2025-01-01 08:54:00,Start process,5,10,10.0,System
276,C00027_r0,2025-01-01 08:54:01,Review submission,8,850,100.0,Reviewer
277,C00028_r1,2025-01-01 08:54:01,Start process,5,10,10.0,System
278,C00027_r1,2025-01-01 08:54:01,Submit application,2,149,44.0,Clerk
279,C00028_r2,2025-01-01 08:54:02,Start process,5,10,10.0,System
280,C00027_r2,2025-01-01 08:54:02,Submit application,2,149,44.0,Clerk
281,C00027_r1,2025-01-01 08:54:02,Review submission,8,850,100.0,Reviewer
282,C00027_r2,2025-01-01 08:54:03,Review submission,8,850,100.0,Reviewer
283,C00027_r0,2025-01-01 08:55:00,Disapprove application,2,130,20.0,review_board
284,C00028_r0,2025-01-01 08:55:00,Check document,2,120,30.0,Clerk
285,C00027_r1,2025-01-01 08:55:01,Disapprove application,2,130,20.0,review_board
286,C00028_r1,2025-01-01 08:55:01,Check document,2,120,30.0,Clerk
287,C00027_r0,2025-01-01 08:55:01,Revise document,8,932,182.0,Supervisor
288,C00027_r0,2025-01-01 08:55:02,Submit application,10,8348,188.4,Supervisor
289,C00027_r2,2025-01-01 08:55:02,Approve application,2,130,20.0,Manager
290,C00028_r2,2025-01-01 08:55:02,Check document,2,120,30.0,Clerk
291,C00027_r1,2025-01-01 08:55:02,Revise document,8,932,182.0,Supervisor
292,C00027_r2,2025-01-01 08:55:03,Complete process,0,0,0.0,System
293,C00027_r0,2025-01-01 08:55:03,Accept submission,1,922,145.6,Head Manager Assistant
294,C00027_r1,2025-01-01 08:55:03,Submit application,11,1591,231.0,Supervisor
295,C00027_r0,2025-01-01 08:55:04,Complete process,0,0,0.0,System
296,C00027_r1,2025-01-01 08:55:04,Reject submission,1,922,145.6,Head Manager Assistant
297,C00027_r1,2025-01-01 08:55:05,Complete process,0,0,0.0,System
298,C00028_r0,2025-01-01 08:56:00,Submit application,1,130,30.0,Clerk
299,C00028_r0,2025-01-01 08:56:01,Review submission,8,850,100.0,Reviewer
300,C00028_r1,2025-01-01 08:56:01,Submit application,1,130,30.0,Clerk
301,C00028_r1,2025-01-01 08:56:02,Review submission,8,850,100.0,Reviewer
302,C00028_r2,2025-01-01 08:56:02,Submit application,1,130,30.0,Clerk
303,C00028_r2,2025-01-01 08:56:03,Review submission,8,850,100.0,Reviewer
304,C00028_r0,2025-01-01 08:57:00,Disapprove application,2,130,20.0,review_board
305,C00028_r1,2025-01-01 08:57:01,Approve application,2,130,20.0,Manager
306,C00028_r0,2025-01-01 08:57:01,Revise document,8,932,182.0,Supervisor
307,C00028_r0,2025-01-01 08:57:02,Submit application,10,2185,206.2,Supervisor
308,C00028_r1,2025-01-01 08:57:02,Complete process,0,0,0.0,System
309,C00028_r2,2025-01-01 08:57:02,Disapprove application,2,130,20.0,review_board
310,C00028_r0,2025-01-01 08:57:03,Reject submission,1,922,145.6,Head Manager Assistant
311,C00028_r2,2025-01-01 08:57:03,Revise document,8,932,182.0,Supervisor
312,C00028_r2,2025-01-01 08:57:04,Submit application,8,3008,232.1,Senior Analyst
313,C00028_r0,2025-01-01 08:57:04,Complete process,0,0,0.0,System
314,C00028_r2,2025-01-01 08:57:05,Reject submission,1,922,145.6,Head Manager Assistant
315,C00028_r2,2025-01-01 08:57:06,Complete process,0,0,0.0,System
316,C00031_r0,2025-01-01 09:00:00,Start process,5,10,10.0,System
317,C00031_r1,2025-01-01 09:00:01,Start process,5,10,10.0,System
318,C00031_r2,2025-01-01 09:00:02,Start process,5,10,10.0,System
319,C00031_r0,2025-01-01 09:01:00,Check document,2,120,30.0,Clerk
320,C00031_r1,2025-01-01 09:01:01,Check document,2,120,30.0,Clerk
321,C00031_r2,2025-01-01 09:01:02,Check document,2,120,30.0,Clerk
322,C00031_r0,2025-01-01 09:02:00,Submit application,2,117,53.0,Junior Staff
323,C00031_r0,2025-01-01 09:02:01,Review submission,8,850,100.0,Reviewer
324,C00031_r1,2025-01-01 09:02:01,Submit application,2,117,53.0,Junior Staff
325,C00031_r1,2025-01-01 09:02:02,Review submission,8,850,100.0,Reviewer
326,C00031_r2,2025-01-01 09:02:02,Submit application,2,117,53.0,Junior Staff
327,C00031_r2,2025-01-01 09:02:03,Review submission,8,850,100.0,Reviewer
328,C00031_r0,2025-01-01 09:03:00,Disapprove application,2,130,20.0,review_board
329,C00031_r1,2025-01-01 09:03:01,Disapprove application,2,130,20.0,review_board
330,C00031_r0,2025-01-01 09:03:01,Revise document,8,932,182.0,Supervisor
331,C00031_r2,2025-01-01 09:03:02,Approve application,2,130,20.0,Manager
332,C00031_r1,2025-01-01 09:03:02,Revise document,8,932,182.0,Supervisor
333,C00031_r0,2025-01-01 09:03:02,Submit application,9,9048,195.8,Supervisor
334,C00031_r0,2025-01-01 09:03:03,Accept submission,1,922,145.6,Head Manager Assistant
335,C00031_r1,2025-01-01 09:03:03,Submit application,11,1578,224.4,Senior Analyst
336,C00031_r2,2025-01-01 09:03:03,Complete process,0,0,0.0,System
337,C00031_r1,2025-01-01 09:03:04,Accept submission,1,922,145.6,Head Manager Assistant
338,C00031_r0,2025-01-01 09:03:04,Complete process,0,0,0.0,System
339,C00031_r1,2025-01-01 09:03:05,Complete process,0,0,0.0,System
340,C00036_r0,2025-01-01 09:10:00,Start process,5,10,10.0,System
341,C00036_r1,2025-01-01 09:10:01,Start process,5,10,10.0,System
342,C00036_r2,2025-01-01 09:10:02,Start process,5,10,10.0,System
343,C00036_r0,2025-01-01 09:11:00,Check document,2,120,30.0,Clerk
344,C00036_r1,2025-01-01 09:11:01,Check document,2,120,30.0,Clerk
345,C00036_r2,2025-01-01 09:11:02,Check document,2,120,30.0,Clerk
346,C00036_r0,2025-01-01 09:12:00,Submit application,3,129,45.0,Junior Staff
347,C00037_r0,2025-01-01 09:12:00,Start process,5,10,10.0,System
348,C00036_r0,2025-01-01 09:12:01,Review submission,8,850,100.0,Reviewer
349,C00037_r1,2025-01-01 09:12:01,Start process,5,10,10.0,System
