EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,ground_truth_activity
59,C00008_r1,2025-01-01 08:17:01,Approve application,2,130,20.0,Manager,Approve application
60,C00008_r1,2025-01-01 08:17:02,Complete process,0,0,0.0,System,Complete process
61,C00008_r2,2025-01-01 08:17:02,Disapprove application,2,130,20.0,review_board,Disapprove application
62,C00008_r2,2025-01-01 08:17:03,Revise document,8,932,182.0,Supervisor,Revise document
63,C00008_r2,2025-01-01 08:17:04,Send Revision Note,8,3081,182.1,Senior Analyst,Send Revision Note
64,C00008_r2,2025-01-01 08:17:05,Submit application,8,3081,182.1,Senior Analyst,Second Submit Application
65,C00008_r2,2025-01-01 08:17:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
66,C00008_r2,2025-01-01 08:17:07,Complete process,0,0,0.0,System,Complete process
67,C00014_r0,2025-01-01 08:26:00,Start process,5,10,10.0,System,Start process
68,C00014_r1,2025-01-01 08:26:01,Start process,5,10,10.0,System,Start process
69,C00014_r2,2025-01-01 08:26:02,Start process,5,10,10.0,System,Start process
70,C00014_r0,2025-01-01 08:27:00,Check document,2,120,30.0,Clerk,Check document
71,C00014_r1,2025-01-01 08:27:01,Check document,2,120,30.0,Clerk,Check document
72,C00014_r2,2025-01-01 08:27:02,Check document,2,120,30.0,Clerk,Check document
73,C00015_r0,2025-01-01 08:28:00,Start process,5,10,10.0,System,Start process
74,C00014_r0,2025-01-01 08:28:00,Submit application,3,143,30.0,Clerk,First Submit Application
75,C00014_r0,2025-01-01 08:28:01,Review submission,8,850,100.0,Reviewer,Review submission
76,C00014_r1,2025-01-01 08:28:01,Submit application,3,143,30.0,Clerk,First Submit Application
77,C00015_r1,2025-01-01 08:28:01,Start process,5,10,10.0,System,Start process
78,C00015_r2,2025-01-01 08:28:02,Start process,5,10,10.0,System,Start process
79,C00014_r1,2025-01-01 08:28:02,Review submission,8,850,100.0,Reviewer,Review submission
80,C00014_r2,2025-01-01 08:28:02,Submit application,3,143,30.0,Clerk,First Submit Application
81,C00014_r2,2025-01-01 08:28:03,Review submission,8,850,100.0,Reviewer,Review submission
83,C00015_r0,2025-01-01 08:29:00,Check document,2,120,30.0,Clerk,Check document
82,C00014_r0,2025-01-01 08:29:00,Approve application,2,130,20.0,Manager,Approve application
84,C00015_r1,2025-01-01 08:29:01,Check document,2,120,30.0,Clerk,Check document
85,C00014_r1,2025-01-01 08:29:01,Disapprove application,2,130,20.0,review_board,Disapprove application
86,C00014_r0,2025-01-01 08:29:01,Complete process,0,0,0.0,System,Complete process
87,C00014_r1,2025-01-01 08:29:02,Revise document,8,932,182.0,Supervisor,Revise document
88,C00015_r2,2025-01-01 08:29:02,Check document,2,120,30.0,Clerk,Check document
89,C00014_r2,2025-01-01 08:29:02,Approve application,2,130,20.0,Manager,Approve application
90,C00014_r1,2025-01-01 08:29:03,Send Revision Note,8,7218,211.8,Supervisor,Send Revision Note
91,C00014_r2,2025-01-01 08:29:03,Complete process,0,0,0.0,System,Complete process
92,C00014_r1,2025-01-01 08:29:04,Submit application,8,7218,211.8,Supervisor,Second Submit Application
93,C00014_r1,2025-01-01 08:29:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
94,C00014_r1,2025-01-01 08:29:06,Complete process,0,0,0.0,System,Complete process
95,C00015_r0,2025-01-01 08:30:00,Submit application,3,84,43.0,Junior Staff,First Submit Application
96,C00015_r0,2025-01-01 08:30:01,Review submission,8,850,100.0,Reviewer,Review submission
97,C00015_r1,2025-01-01 08:30:01,Submit application,3,84,43.0,Junior Staff,First Submit Application
98,C00015_r1,2025-01-01 08:30:02,Review submission,8,850,100.0,Reviewer,Review submission
99,C00015_r2,2025-01-01 08:30:02,Submit application,3,84,43.0,Junior Staff,First Submit Application
100,C00015_r2,2025-01-01 08:30:03,Review submission,8,850,100.0,Reviewer,Review submission
101,C00015_r0,2025-01-01 08:31:00,Disapprove application,2,130,20.0,review_board,Disapprove application
103,C00015_r1,2025-01-01 08:31:01,Approve application,2,130,20.0,Manager,Approve application
102,C00015_r0,2025-01-01 08:31:01,Revise document,8,932,182.0,Supervisor,Revise document
104,C00015_r0,2025-01-01 08:31:02,Submit application,10,4495,219.5,Supervisor,Second Submit Application
105,C00015_r1,2025-01-01 08:31:02,Complete process,0,0,0.0,System,Complete process
106,C00015_r2,2025-01-01 08:31:02,Disapprove application,2,130,20.0,review_board,Disapprove application
107,C00015_r0,2025-01-01 08:31:03,Send Revision Note,10,4495,219.5,Supervisor,Send Revision Note
108,C00015_r2,2025-01-01 08:31:03,Revise document,8,932,182.0,Supervisor,Revise document
109,C00015_r2,2025-01-01 08:31:04,Submit application,9,1092,204.7,Senior Analyst,Second Submit Application
110,C00015_r0,2025-01-01 08:31:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
111,C00015_r0,2025-01-01 08:31:05,Complete process,0,0,0.0,System,Complete process
112,C00015_r2,2025-01-01 08:31:05,Send Revision Note,9,1092,204.7,Senior Analyst,Send Revision Note
113,C00015_r2,2025-01-01 08:31:06,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
114,C00015_r2,2025-01-01 08:31:07,Complete process,0,0,0.0,System,Complete process
115,C00017_r0,2025-01-01 08:32:00,Start process,5,10,10.0,System,Start process
116,C00017_r1,2025-01-01 08:32:01,Start process,5,10,10.0,System,Start process
117,C00017_r2,2025-01-01 08:32:02,Start process,5,10,10.0,System,Start process
118,C00017_r0,2025-01-01 08:33:00,Check document,2,120,30.0,Clerk,Check document
119,C00017_r1,2025-01-01 08:33:01,Check document,2,120,30.0,Clerk,Check document
120,C00017_r2,2025-01-01 08:33:02,Check document,2,120,30.0,Clerk,Check document
122,C00018_r0,2025-01-01 08:34:00,Start process,5,10,10.0,System,Start process
121,C00017_r0,2025-01-01 08:34:00,Submit application,2,143,56.0,Clerk,First Submit Application
125,C00017_r0,2025-01-01 08:34:01,Review submission,8,850,100.0,Reviewer,Review submission
124,C00017_r1,2025-01-01 08:34:01,Submit application,2,143,56.0,Clerk,First Submit Application
123,C00018_r1,2025-01-01 08:34:01,Start process,5,10,10.0,System,Start process
126,C00017_r2,2025-01-01 08:34:02,Submit application,2,143,56.0,Clerk,First Submit Application
127,C00018_r2,2025-01-01 08:34:02,Start process,5,10,10.0,System,Start process
128,C00017_r1,2025-01-01 08:34:02,Review submission,8,850,100.0,Reviewer,Review submission
129,C00017_r2,2025-01-01 08:34:03,Review submission,8,850,100.0,Reviewer,Review submission
130,C00018_r0,2025-01-01 08:35:00,Check document,2,120,30.0,Clerk,Check document
131,C00017_r0,2025-01-01 08:35:00,Approve application,2,130,20.0,Manager,Approve application
133,C00017_r1,2025-01-01 08:35:01,Approve application,2,130,20.0,Manager,Approve application
134,C00017_r0,2025-01-01 08:35:01,Complete process,0,0,0.0,System,Complete process
132,C00018_r1,2025-01-01 08:35:01,Check document,2,120,30.0,Clerk,Check document
135,C00018_r2,2025-01-01 08:35:02,Check document,2,120,30.0,Clerk,Check document
136,C00017_r2,2025-01-01 08:35:02,Disapprove application,2,130,20.0,review_board,Disapprove application
137,C00017_r1,2025-01-01 08:35:02,Complete process,0,0,0.0,System,Complete process
138,C00017_r2,2025-01-01 08:35:03,Revise document,8,932,182.0,Supervisor,Revise document
139,C00017_r2,2025-01-01 08:35:04,Submit application,8,5041,199.5,Supervisor,Second Submit Application
140,C00017_r2,2025-01-01 08:35:05,Send Revision Note,8,5041,199.5,Supervisor,Send Revision Note
141,C00017_r2,2025-01-01 08:35:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
142,C00017_r2,2025-01-01 08:35:07,Complete process,0,0,0.0,System,Complete process
143,C00018_r0,2025-01-01 08:36:00,Submit application,3,146,49.0,Clerk,First Submit Application
145,C00018_r0,2025-01-01 08:36:01,Review submission,8,850,100.0,Reviewer,Review submission
144,C00018_r1,2025-01-01 08:36:01,Submit application,3,146,49.0,Clerk,First Submit Application
146,C00018_r1,2025-01-01 08:36:02,Review submission,8,850,100.0,Reviewer,Review submission
147,C00018_r2,2025-01-01 08:36:02,Submit application,3,146,49.0,Clerk,First Submit Application
148,C00018_r2,2025-01-01 08:36:03,Review submission,8,850,100.0,Reviewer,Review submission
149,C00018_r0,2025-01-01 08:37:00,Approve application,2,130,20.0,Manager,Approve application
150,C00018_r0,2025-01-01 08:37:01,Complete process,0,0,0.0,System,Complete process
151,C00018_r1,2025-01-01 08:37:01,Disapprove application,2,130,20.0,review_board,Disapprove application
152,C00018_r2,2025-01-01 08:37:02,Disapprove application,2,130,20.0,review_board,Disapprove application
153,C00018_r1,2025-01-01 08:37:02,Revise document,8,932,182.0,Supervisor,Revise document
155,C00018_r2,2025-01-01 08:37:03,Revise document,8,932,182.0,Supervisor,Revise document
154,C00018_r1,2025-01-01 08:37:03,Send Revision Note,10,2448,214.6,Senior Analyst,Send Revision Note
156,C00018_r1,2025-01-01 08:37:04,Submit application,10,2448,214.6,Senior Analyst,Second Submit Application
157,C00018_r2,2025-01-01 08:37:04,Send Revision Note,11,3411,221.4,Supervisor,Send Revision Note
158,C00018_r1,2025-01-01 08:37:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
159,C00018_r2,2025-01-01 08:37:05,Submit application,11,3411,221.4,Supervisor,Second Submit Application
160,C00018_r1,2025-01-01 08:37:06,Complete process,0,0,0.0,System,Complete process
161,C00018_r2,2025-01-01 08:37:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
162,C00018_r2,2025-01-01 08:37:07,Complete process,0,0,0.0,System,Complete process
163,C00020_r0,2025-01-01 08:38:00,Start process,5,10,10.0,System,Start process
164,C00020_r1,2025-01-01 08:38:01,Start process,5,10,10.0,System,Start process
165,C00020_r2,2025-01-01 08:38:02,Start process,5,10,10.0,System,Start process
166,C00020_r0,2025-01-01 08:39:00,Check document,2,120,30.0,Clerk,Check document
167,C00020_r1,2025-01-01 08:39:01,Check document,2,120,30.0,Clerk,Check document
168,C00020_r2,2025-01-01 08:39:02,Check document,2,120,30.0,Clerk,Check document
169,C00020_r0,2025-01-01 08:40:00,Submit application,3,130,30.0,Clerk,First Submit Application
170,C00021_r0,2025-01-01 08:40:00,Start process,5,10,10.0,System,Start process
171,C00020_r0,2025-01-01 08:40:01,Review submission,8,850,100.0,Reviewer,Review submission
172,C00020_r1,2025-01-01 08:40:01,Submit application,3,130,30.0,Clerk,First Submit Application
173,C00021_r1,2025-01-01 08:40:01,Start process,5,10,10.0,System,Start process
176,C00020_r1,2025-01-01 08:40:02,Review submission,8,850,100.0,Reviewer,Review submission
174,C00020_r2,2025-01-01 08:40:02,Submit application,3,130,30.0,Clerk,First Submit Application
175,C00021_r2,2025-01-01 08:40:02,Start process,5,10,10.0,System,Start process
177,C00020_r2,2025-01-01 08:40:03,Review submission,8,850,100.0,Reviewer,Review submission
178,C00020_r0,2025-01-01 08:41:00,Approve application,2,130,20.0,Manager,Approve application
179,C00021_r0,2025-01-01 08:41:00,Check document,2,120,30.0,Clerk,Check document
182,C00020_r0,2025-01-01 08:41:01,Complete process,0,0,0.0,System,Complete process
180,C00020_r1,2025-01-01 08:41:01,Approve application,2,130,20.0,Manager,Approve application
181,C00021_r1,2025-01-01 08:41:01,Check document,2,120,30.0,Clerk,Check document
184,C00020_r1,2025-01-01 08:41:02,Complete process,0,0,0.0,System,Complete process
185,C00021_r2,2025-01-01 08:41:02,Check document,2,120,30.0,Clerk,Check document
183,C00020_r2,2025-01-01 08:41:02,Disapprove application,2,130,20.0,review_board,Disapprove application
186,C00020_r2,2025-01-01 08:41:03,Revise document,8,932,182.0,Supervisor,Revise document
187,C00020_r2,2025-01-01 08:41:04,Send Revision Note,8,2278,202.8,Senior Analyst,Send Revision Note
188,C00020_r2,2025-01-01 08:41:05,Submit application,8,2278,202.8,Senior Analyst,Second Submit Application
189,C00020_r2,2025-01-01 08:41:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
190,C00020_r2,2025-01-01 08:41:07,Complete process,0,0,0.0,System,Complete process
191,C00021_r0,2025-01-01 08:42:00,Submit application,3,127,50.0,Clerk,First Submit Application
192,C00021_r0,2025-01-01 08:42:01,Review submission,8,850,100.0,Reviewer,Review submission
193,C00021_r1,2025-01-01 08:42:01,Submit application,3,127,50.0,Clerk,First Submit Application
195,C00021_r2,2025-01-01 08:42:02,Submit application,3,127,50.0,Clerk,First Submit Application
194,C00021_r1,2025-01-01 08:42:02,Review submission,8,850,100.0,Reviewer,Review submission
196,C00021_r2,2025-01-01 08:42:03,Review submission,8,850,100.0,Reviewer,Review submission
197,C00021_r0,2025-01-01 08:43:00,Approve application,2,130,20.0,Manager,Approve application
198,C00021_r0,2025-01-01 08:43:01,Complete process,0,0,0.0,System,Complete process
199,C00021_r1,2025-01-01 08:43:01,Approve application,2,130,20.0,Manager,Approve application
200,C00021_r1,2025-01-01 08:43:02,Complete process,0,0,0.0,System,Complete process
201,C00021_r2,2025-01-01 08:43:02,Disapprove application,2,130,20.0,review_board,Disapprove application
202,C00021_r2,2025-01-01 08:43:03,Revise document,8,932,182.0,Supervisor,Revise document
203,C00021_r2,2025-01-01 08:43:04,Submit application,8,3237,222.2,Supervisor,Second Submit Application
204,C00021_r2,2025-01-01 08:43:05,Send Revision Note,8,3237,222.2,Supervisor,Send Revision Note
205,C00021_r2,2025-01-01 08:43:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
206,C00021_r2,2025-01-01 08:43:07,Complete process,0,0,0.0,System,Complete process
207,C00023_r0,2025-01-01 08:44:00,Start process,5,10,10.0,System,Start process
208,C00023_r1,2025-01-01 08:44:01,Start process,5,10,10.0,System,Start process
209,C00023_r2,2025-01-01 08:44:02,Start process,5,10,10.0,System,Start process
210,C00023_r0,2025-01-01 08:45:00,Check document,2,120,30.0,Clerk,Check document
211,C00023_r1,2025-01-01 08:45:01,Check document,2,120,30.0,Clerk,Check document
212,C00023_r2,2025-01-01 08:45:02,Check document,2,120,30.0,Clerk,Check document
213,C00023_r0,2025-01-01 08:46:00,Submit application,3,86,52.0,Junior Staff,First Submit Application
214,C00023_r0,2025-01-01 08:46:01,Review submission,8,850,100.0,Reviewer,Review submission
215,C00023_r1,2025-01-01 08:46:01,Submit application,3,86,52.0,Junior Staff,First Submit Application
217,C00023_r1,2025-01-01 08:46:02,Review submission,8,850,100.0,Reviewer,Review submission
216,C00023_r2,2025-01-01 08:46:02,Submit application,3,86,52.0,Junior Staff,First Submit Application
218,C00023_r2,2025-01-01 08:46:03,Review submission,8,850,100.0,Reviewer,Review submission
219,C00023_r0,2025-01-01 08:47:00,Approve application,2,130,20.0,Manager,Approve application
220,C00023_r1,2025-01-01 08:47:01,Approve application,2,130,20.0,Manager,Approve application
221,C00023_r0,2025-01-01 08:47:01,Complete process,0,0,0.0,System,Complete process
222,C00023_r1,2025-01-01 08:47:02,Complete process,0,0,0.0,System,Complete process
223,C00023_r2,2025-01-01 08:47:02,Disapprove application,2,130,20.0,review_board,Disapprove application
224,C00023_r2,2025-01-01 08:47:03,Revise document,8,932,182.0,Supervisor,Revise document
225,C00023_r2,2025-01-01 08:47:04,Send Revision Note,11,2698,184.3,Supervisor,Send Revision Note
226,C00023_r2,2025-01-01 08:47:05,Submit application,11,2698,184.3,Supervisor,Second Submit Application
227,C00023_r2,2025-01-01 08:47:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
228,C00023_r2,2025-01-01 08:47:07,Complete process,0,0,0.0,System,Complete process
229,C00025_r0,2025-01-01 08:48:00,Start process,5,10,10.0,System,Start process
230,C00025_r1,2025-01-01 08:48:01,Start process,5,10,10.0,System,Start process
231,C00025_r2,2025-01-01 08:48:02,Start process,5,10,10.0,System,Start process
232,C00025_r0,2025-01-01 08:49:00,Check document,2,120,30.0,Clerk,Check document
233,C00025_r1,2025-01-01 08:49:01,Check document,2,120,30.0,Clerk,Check document
234,C00025_r2,2025-01-01 08:49:02,Check document,2,120,30.0,Clerk,Check document
236,C00026_r0,2025-01-01 08:50:00,Start process,5,10,10.0,System,Start process
235,C00025_r0,2025-01-01 08:50:00,Submit application,1,134,60.0,Clerk,First Submit Application
237,C00025_r0,2025-01-01 08:50:01,Review submission,8,850,100.0,Reviewer,Review submission
238,C00025_r1,2025-01-01 08:50:01,Submit application,1,134,60.0,Clerk,First Submit Application
239,C00026_r1,2025-01-01 08:50:01,Start process,5,10,10.0,System,Start process
240,C00025_r2,2025-01-01 08:50:02,Submit application,1,134,60.0,Clerk,First Submit Application
241,C00026_r2,2025-01-01 08:50:02,Start process,5,10,10.0,System,Start process
242,C00025_r1,2025-01-01 08:50:02,Review submission,8,850,100.0,Reviewer,Review submission
243,C00025_r2,2025-01-01 08:50:03,Review submission,8,850,100.0,Reviewer,Review submission
245,C00025_r0,2025-01-01 08:51:00,Disapprove application,2,130,20.0,review_board,Disapprove application
244,C00026_r0,2025-01-01 08:51:00,Check document,2,120,30.0,Clerk,Check document
248,C00025_r1,2025-01-01 08:51:01,Disapprove application,2,130,20.0,review_board,Disapprove application
247,C00025_r0,2025-01-01 08:51:01,Revise document,8,932,182.0,Supervisor,Revise document
246,C00026_r1,2025-01-01 08:51:01,Check document,2,120,30.0,Clerk,Check document
249,C00025_r1,2025-01-01 08:51:02,Revise document,8,932,182.0,Supervisor,Revise document
250,C00026_r2,2025-01-01 08:51:02,Check document,2,120,30.0,Clerk,Check document
251,C00025_r2,2025-01-01 08:51:02,Disapprove application,2,130,20.0,review_board,Disapprove application
252,C00025_r0,2025-01-01 08:51:02,Send Revision Note,9,2194,236.3,Senior Analyst,Send Revision Note
253,C00025_r0,2025-01-01 08:51:03,Submit application,9,2194,236.3,Senior Analyst,Second Submit Application
254,C00025_r1,2025-01-01 08:51:03,Submit application,8,4402,213.3,Senior Analyst,Second Submit Application
255,C00025_r2,2025-01-01 08:51:03,Revise document,8,932,182.0,Supervisor,Revise document
258,C00025_r0,2025-01-01 08:51:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
257,C00025_r1,2025-01-01 08:51:04,Send Revision Note,8,4402,213.3,Senior Analyst,Send Revision Note
256,C00025_r2,2025-01-01 08:51:04,Submit application,8,5461,205.3,Senior Analyst,Second Submit Application
259,C00025_r2,2025-01-01 08:51:05,Send Revision Note,8,5461,205.3,Senior Analyst,Send Revision Note
260,C00025_r0,2025-01-01 08:51:05,Complete process,0,0,0.0,System,Complete process
261,C00025_r1,2025-01-01 08:51:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
262,C00025_r1,2025-01-01 08:51:06,Complete process,0,0,0.0,System,Complete process
263,C00025_r2,2025-01-01 08:51:06,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
264,C00025_r2,2025-01-01 08:51:07,Complete process,0,0,0.0,System,Complete process
265,C00027_r0,2025-01-01 08:52:00,Start process,5,10,10.0,System,Start process
266,C00026_r0,2025-01-01 08:52:00,Submit application,1,118,47.0,Junior Staff,First Submit Application
269,C00027_r1,2025-01-01 08:52:01,Start process,5,10,10.0,System,Start process
267,C00026_r0,2025-01-01 08:52:01,Review submission,8,850,100.0,Reviewer,Review submission
268,C00026_r1,2025-01-01 08:52:01,Submit application,1,118,47.0,Junior Staff,First Submit Application
270,C00026_r2,2025-01-01 08:52:02,Submit application,1,118,47.0,Junior Staff,First Submit Application
271,C00027_r2,2025-01-01 08:52:02,Start process,5,10,10.0,System,Start process
272,C00026_r1,2025-01-01 08:52:02,Review submission,8,850,100.0,Reviewer,Review submission
273,C00026_r2,2025-01-01 08:52:03,Review submission,8,850,100.0,Reviewer,Review submission
274,C00027_r0,2025-01-01 08:53:00,Check document,2,120,30.0,Clerk,Check document
275,C00026_r0,2025-01-01 08:53:00,Disapprove application,2,130,20.0,review_board,Disapprove application
277,C00026_r0,2025-01-01 08:53:01,Revise document,8,932,182.0,Supervisor,Revise document
276,C00026_r1,2025-01-01 08:53:01,Approve application,2,130,20.0,Manager,Approve application
278,C00027_r1,2025-01-01 08:53:01,Check document,2,120,30.0,Clerk,Check document
279,C00026_r1,2025-01-01 08:53:02,Complete process,0,0,0.0,System,Complete process
280,C00026_r0,2025-01-01 08:53:02,Submit application,11,9898,195.0,Supervisor,Second Submit Application
281,C00026_r2,2025-01-01 08:53:02,Disapprove application,2,130,20.0,review_board,Disapprove application
282,C00027_r2,2025-01-01 08:53:02,Check document,2,120,30.0,Clerk,Check document
283,C00026_r0,2025-01-01 08:53:03,Send Revision Note,11,9898,195.0,Supervisor,Send Revision Note
284,C00026_r2,2025-01-01 08:53:03,Revise document,8,932,182.0,Supervisor,Revise document
285,C00026_r2,2025-01-01 08:53:04,Submit application,9,4228,211.9,Supervisor,Second Submit Application
286,C00026_r0,2025-01-01 08:53:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
288,C00026_r0,2025-01-01 08:53:05,Complete process,0,0,0.0,System,Complete process
287,C00026_r2,2025-01-01 08:53:05,Send Revision Note,9,4228,211.9,Supervisor,Send Revision Note
289,C00026_r2,2025-01-01 08:53:06,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
290,C00026_r2,2025-01-01 08:53:07,Complete process,0,0,0.0,System,Complete process
291,C00027_r0,2025-01-01 08:54:00,Submit application,2,149,44.0,Clerk,First Submit Application
292,C00028_r0,2025-01-01 08:54:00,Start process,5,10,10.0,System,Start process
293,C00027_r0,2025-01-01 08:54:01,Review submission,8,850,100.0,Reviewer,Review submission
294,C00027_r1,2025-01-01 08:54:01,Submit application,2,149,44.0,Clerk,First Submit Application
295,C00028_r1,2025-01-01 08:54:01,Start process,5,10,10.0,System,Start process
298,C00027_r2,2025-01-01 08:54:02,Submit application,2,149,44.0,Clerk,First Submit Application
296,C00028_r2,2025-01-01 08:54:02,Start process,5,10,10.0,System,Start process
297,C00027_r1,2025-01-01 08:54:02,Review submission,8,850,100.0,Reviewer,Review submission
299,C00027_r2,2025-01-01 08:54:03,Review submission,8,850,100.0,Reviewer,Review submission
300,C00027_r0,2025-01-01 08:55:00,Disapprove application,2,130,20.0,review_board,Disapprove application
301,C00028_r0,2025-01-01 08:55:00,Check document,2,120,30.0,Clerk,Check document
304,C00027_r0,2025-01-01 08:55:01,Revise document,8,932,182.0,Supervisor,Revise document
302,C00027_r1,2025-01-01 08:55:01,Disapprove application,2,130,20.0,review_board,Disapprove application
303,C00028_r1,2025-01-01 08:55:01,Check document,2,120,30.0,Clerk,Check document
