EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,ground_truth_activity
59,C00008_r2,2025-01-01 08:17:02,Disapprove application,2,130,20.0,review_board,Disapprove application
60,C00008_r2,2025-01-01 08:17:03,Revise document,8,932,182.0,Supervisor,Revise document
61,C00008_r2,2025-01-01 08:17:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
62,C00008_r2,2025-01-01 08:17:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
63,C00008_r2,2025-01-01 08:17:06,Complete process,0,0,0.0,System,Complete process
64,C00014_r0,2025-01-01 08:26:00,Start process,5,10,10.0,System,Start process
65,C00014_r1,2025-01-01 08:26:01,Start process,5,10,10.0,System,Start process
66,C00014_r2,2025-01-01 08:26:02,Start process,5,10,10.0,System,Start process
67,C00014_r0,2025-01-01 08:27:00,Check document,2,120,30.0,Clerk,Check document
68,C00014_r1,2025-01-01 08:27:01,Check document,2,120,30.0,Clerk,Check document
69,C00014_r2,2025-01-01 08:27:02,Check document,2,120,30.0,Clerk,Check document
70,C00015_r0,2025-01-01 08:28:00,Start process,5,10,10.0,System,Start process
71,C00014_r0,2025-01-01 08:28:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
73,C00014_r0,2025-01-01 08:28:01,Review submission,8,850,100.0,Reviewer,Review submission
74,C00014_r1,2025-01-01 08:28:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
72,C00015_r1,2025-01-01 08:28:01,Start process,5,10,10.0,System,Start process
77,C00014_r2,2025-01-01 08:28:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
75,C00014_r1,2025-01-01 08:28:02,Review submission,8,850,100.0,Reviewer,Review submission
76,C00015_r2,2025-01-01 08:28:02,Start process,5,10,10.0,System,Start process
78,C00014_r2,2025-01-01 08:28:03,Review submission,8,850,100.0,Reviewer,Review submission
79,C00014_r0,2025-01-01 08:29:00,Approve application,2,130,20.0,Manager,Approve application
80,C00015_r0,2025-01-01 08:29:00,Check document,2,120,30.0,Clerk,Check document
81,C00015_r1,2025-01-01 08:29:01,Check document,2,120,30.0,Clerk,Check document
82,C00014_r1,2025-01-01 08:29:01,Disapprove application,2,130,20.0,review_board,Disapprove application
83,C00014_r0,2025-01-01 08:29:01,Complete process,0,0,0.0,System,Complete process
86,C00015_r2,2025-01-01 08:29:02,Check document,2,120,30.0,Clerk,Check document
85,C00014_r1,2025-01-01 08:29:02,Revise document,8,932,182.0,Supervisor,Revise document
84,C00014_r2,2025-01-01 08:29:02,Approve application,2,130,20.0,Manager,Approve application
87,C00014_r1,2025-01-01 08:29:03,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
88,C00014_r2,2025-01-01 08:29:03,Complete process,0,0,0.0,System,Complete process
89,C00014_r1,2025-01-01 08:29:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
90,C00014_r1,2025-01-01 08:29:05,Complete process,0,0,0.0,System,Complete process
91,C00015_r0,2025-01-01 08:30:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
92,C00015_r1,2025-01-01 08:30:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
93,C00015_r0,2025-01-01 08:30:01,Review submission,8,850,100.0,Reviewer,Review submission
95,C00015_r1,2025-01-01 08:30:02,Review submission,8,850,100.0,Reviewer,Review submission
94,C00015_r2,2025-01-01 08:30:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
96,C00015_r2,2025-01-01 08:30:03,Review submission,8,850,100.0,Reviewer,Review submission
97,C00015_r0,2025-01-01 08:31:00,Disapprove application,2,130,20.0,review_board,Disapprove application
98,C00015_r0,2025-01-01 08:31:01,Revise document,8,932,182.0,Supervisor,Revise document
99,C00015_r1,2025-01-01 08:31:01,Approve application,2,130,20.0,Manager,Approve application
100,C00015_r0,2025-01-01 08:31:02,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
101,C00015_r1,2025-01-01 08:31:02,Complete process,0,0,0.0,System,Complete process
102,C00015_r2,2025-01-01 08:31:02,Disapprove application,2,130,20.0,review_board,Disapprove application
104,C00015_r2,2025-01-01 08:31:03,Revise document,8,932,182.0,Supervisor,Revise document
103,C00015_r0,2025-01-01 08:31:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
105,C00015_r2,2025-01-01 08:31:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
106,C00015_r0,2025-01-01 08:31:04,Complete process,0,0,0.0,System,Complete process
107,C00015_r2,2025-01-01 08:31:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
108,C00015_r2,2025-01-01 08:31:06,Complete process,0,0,0.0,System,Complete process
109,C00017_r0,2025-01-01 08:32:00,Start process,5,10,10.0,System,Start process
110,C00017_r1,2025-01-01 08:32:01,Start process,5,10,10.0,System,Start process
111,C00017_r2,2025-01-01 08:32:02,Start process,5,10,10.0,System,Start process
112,C00017_r0,2025-01-01 08:33:00,Check document,2,120,30.0,Clerk,Check document
113,C00017_r1,2025-01-01 08:33:01,Check document,2,120,30.0,Clerk,Check document
114,C00017_r2,2025-01-01 08:33:02,Check document,2,120,30.0,Clerk,Check document
115,C00017_r0,2025-01-01 08:34:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
116,C00018_r0,2025-01-01 08:34:00,Start process,5,10,10.0,System,Start process
117,C00017_r1,2025-01-01 08:34:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
118,C00018_r1,2025-01-01 08:34:01,Start process,5,10,10.0,System,Start process
119,C00017_r0,2025-01-01 08:34:01,Review submission,8,850,100.0,Reviewer,Review submission
120,C00017_r1,2025-01-01 08:34:02,Review submission,8,850,100.0,Reviewer,Review submission
121,C00018_r2,2025-01-01 08:34:02,Start process,5,10,10.0,System,Start process
122,C00017_r2,2025-01-01 08:34:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
123,C00017_r2,2025-01-01 08:34:03,Review submission,8,850,100.0,Reviewer,Review submission
124,C00017_r0,2025-01-01 08:35:00,Approve application,2,130,20.0,Manager,Approve application
125,C00018_r0,2025-01-01 08:35:00,Check document,2,120,30.0,Clerk,Check document
126,C00017_r0,2025-01-01 08:35:01,Complete process,0,0,0.0,System,Complete process
127,C00017_r1,2025-01-01 08:35:01,Approve application,2,130,20.0,Manager,Approve application
128,C00018_r1,2025-01-01 08:35:01,Check document,2,120,30.0,Clerk,Check document
130,C00018_r2,2025-01-01 08:35:02,Check document,2,120,30.0,Clerk,Check document
131,C00017_r2,2025-01-01 08:35:02,Disapprove application,2,130,20.0,review_board,Disapprove application
129,C00017_r1,2025-01-01 08:35:02,Complete process,0,0,0.0,System,Complete process
132,C00017_r2,2025-01-01 08:35:03,Revise document,8,932,182.0,Supervisor,Revise document
133,C00017_r2,2025-01-01 08:35:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
134,C00017_r2,2025-01-01 08:35:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
135,C00017_r2,2025-01-01 08:35:06,Complete process,0,0,0.0,System,Complete process
136,C00018_r0,2025-01-01 08:36:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
137,C00018_r1,2025-01-01 08:36:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
138,C00018_r0,2025-01-01 08:36:01,Review submission,8,850,100.0,Reviewer,Review submission
139,C00018_r1,2025-01-01 08:36:02,Review submission,8,850,100.0,Reviewer,Review submission
140,C00018_r2,2025-01-01 08:36:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
141,C00018_r2,2025-01-01 08:36:03,Review submission,8,850,100.0,Reviewer,Review submission
142,C00018_r0,2025-01-01 08:37:00,Approve application,2,130,20.0,Manager,Approve application
143,C00018_r1,2025-01-01 08:37:01,Disapprove application,2,130,20.0,review_board,Disapprove application
144,C00018_r0,2025-01-01 08:37:01,Complete process,0,0,0.0,System,Complete process
145,C00018_r1,2025-01-01 08:37:02,Revise document,8,932,182.0,Supervisor,Revise document
146,C00018_r2,2025-01-01 08:37:02,Disapprove application,2,130,20.0,review_board,Disapprove application
147,C00018_r2,2025-01-01 08:37:03,Revise document,8,932,182.0,Supervisor,Revise document
148,C00018_r1,2025-01-01 08:37:03,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
149,C00018_r1,2025-01-01 08:37:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
150,C00018_r2,2025-01-01 08:37:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
152,C00018_r2,2025-01-01 08:37:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
151,C00018_r1,2025-01-01 08:37:05,Complete process,0,0,0.0,System,Complete process
153,C00018_r2,2025-01-01 08:37:06,Complete process,0,0,0.0,System,Complete process
154,C00020_r0,2025-01-01 08:38:00,Start process,5,10,10.0,System,Start process
155,C00020_r1,2025-01-01 08:38:01,Start process,5,10,10.0,System,Start process
156,C00020_r2,2025-01-01 08:38:02,Start process,5,10,10.0,System,Start process
157,C00020_r0,2025-01-01 08:39:00,Check document,2,120,30.0,Clerk,Check document
158,C00020_r1,2025-01-01 08:39:01,Check document,2,120,30.0,Clerk,Check document
159,C00020_r2,2025-01-01 08:39:02,Check document,2,120,30.0,Clerk,Check document
161,C00021_r0,2025-01-01 08:40:00,Start process,5,10,10.0,System,Start process
160,C00020_r0,2025-01-01 08:40:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
162,C00020_r0,2025-01-01 08:40:01,Review submission,8,850,100.0,Reviewer,Review submission
163,C00020_r1,2025-01-01 08:40:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
164,C00021_r1,2025-01-01 08:40:01,Start process,5,10,10.0,System,Start process
165,C00020_r1,2025-01-01 08:40:02,Review submission,8,850,100.0,Reviewer,Review submission
166,C00021_r2,2025-01-01 08:40:02,Start process,5,10,10.0,System,Start process
167,C00020_r2,2025-01-01 08:40:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
168,C00020_r2,2025-01-01 08:40:03,Review submission,8,850,100.0,Reviewer,Review submission
170,C00020_r0,2025-01-01 08:41:00,Approve application,2,130,20.0,Manager,Approve application
169,C00021_r0,2025-01-01 08:41:00,Check document,2,120,30.0,Clerk,Check document
173,C00021_r1,2025-01-01 08:41:01,Check document,2,120,30.0,Clerk,Check document
171,C00020_r0,2025-01-01 08:41:01,Complete process,0,0,0.0,System,Complete process
172,C00020_r1,2025-01-01 08:41:01,Approve application,2,130,20.0,Manager,Approve application
174,C00021_r2,2025-01-01 08:41:02,Check document,2,120,30.0,Clerk,Check document
175,C00020_r2,2025-01-01 08:41:02,Disapprove application,2,130,20.0,review_board,Disapprove application
176,C00020_r1,2025-01-01 08:41:02,Complete process,0,0,0.0,System,Complete process
177,C00020_r2,2025-01-01 08:41:03,Revise document,8,932,182.0,Supervisor,Revise document
178,C00020_r2,2025-01-01 08:41:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
179,C00020_r2,2025-01-01 08:41:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
180,C00020_r2,2025-01-01 08:41:06,Complete process,0,0,0.0,System,Complete process
181,C00021_r0,2025-01-01 08:42:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
182,C00021_r0,2025-01-01 08:42:01,Review submission,8,850,100.0,Reviewer,Review submission
183,C00021_r1,2025-01-01 08:42:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
184,C00021_r1,2025-01-01 08:42:02,Review submission,8,850,100.0,Reviewer,Review submission
185,C00021_r2,2025-01-01 08:42:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
186,C00021_r2,2025-01-01 08:42:03,Review submission,8,850,100.0,Reviewer,Review submission
187,C00021_r0,2025-01-01 08:43:00,Approve application,2,130,20.0,Manager,Approve application
189,C00021_r1,2025-01-01 08:43:01,Approve application,2,130,20.0,Manager,Approve application
188,C00021_r0,2025-01-01 08:43:01,Complete process,0,0,0.0,System,Complete process
191,C00021_r2,2025-01-01 08:43:02,Disapprove application,2,130,20.0,review_board,Disapprove application
190,C00021_r1,2025-01-01 08:43:02,Complete process,0,0,0.0,System,Complete process
192,C00021_r2,2025-01-01 08:43:03,Revise document,8,932,182.0,Supervisor,Revise document
193,C00021_r2,2025-01-01 08:43:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
194,C00021_r2,2025-01-01 08:43:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
195,C00021_r2,2025-01-01 08:43:06,Complete process,0,0,0.0,System,Complete process
196,C00023_r0,2025-01-01 08:44:00,Start process,5,10,10.0,System,Start process
197,C00023_r1,2025-01-01 08:44:01,Start process,5,10,10.0,System,Start process
198,C00023_r2,2025-01-01 08:44:02,Start process,5,10,10.0,System,Start process
199,C00023_r0,2025-01-01 08:45:00,Check document,2,120,30.0,Clerk,Check document
200,C00023_r1,2025-01-01 08:45:01,Check document,2,120,30.0,Clerk,Check document
201,C00023_r2,2025-01-01 08:45:02,Check document,2,120,30.0,Clerk,Check document
202,C00023_r0,2025-01-01 08:46:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
203,C00023_r0,2025-01-01 08:46:01,Review submission,8,850,100.0,Reviewer,Review submission
204,C00023_r1,2025-01-01 08:46:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
205,C00023_r2,2025-01-01 08:46:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
206,C00023_r1,2025-01-01 08:46:02,Review submission,8,850,100.0,Reviewer,Review submission
207,C00023_r2,2025-01-01 08:46:03,Review submission,8,850,100.0,Reviewer,Review submission
208,C00023_r0,2025-01-01 08:47:00,Approve application,2,130,20.0,Manager,Approve application
210,C00023_r1,2025-01-01 08:47:01,Approve application,2,130,20.0,Manager,Approve application
209,C00023_r0,2025-01-01 08:47:01,Complete process,0,0,0.0,System,Complete process
211,C00023_r2,2025-01-01 08:47:02,Disapprove application,2,130,20.0,review_board,Disapprove application
212,C00023_r1,2025-01-01 08:47:02,Complete process,0,0,0.0,System,Complete process
213,C00023_r2,2025-01-01 08:47:03,Revise document,8,932,182.0,Supervisor,Revise document
214,C00023_r2,2025-01-01 08:47:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
215,C00023_r2,2025-01-01 08:47:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
216,C00023_r2,2025-01-01 08:47:06,Complete process,0,0,0.0,System,Complete process
217,C00025_r0,2025-01-01 08:48:00,Start process,5,10,10.0,System,Start process
218,C00025_r1,2025-01-01 08:48:01,Start process,5,10,10.0,System,Start process
219,C00025_r2,2025-01-01 08:48:02,Start process,5,10,10.0,System,Start process
220,C00025_r0,2025-01-01 08:49:00,Check document,2,120,30.0,Clerk,Check document
221,C00025_r1,2025-01-01 08:49:01,Check document,2,120,30.0,Clerk,Check document
222,C00025_r2,2025-01-01 08:49:02,Check document,2,120,30.0,Clerk,Check document
223,C00026_r0,2025-01-01 08:50:00,Start process,5,10,10.0,System,Start process
224,C00025_r0,2025-01-01 08:50:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
226,C00025_r1,2025-01-01 08:50:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
227,C00026_r1,2025-01-01 08:50:01,Start process,5,10,10.0,System,Start process
225,C00025_r0,2025-01-01 08:50:01,Review submission,8,850,100.0,Reviewer,Review submission
230,C00025_r2,2025-01-01 08:50:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
228,C00026_r2,2025-01-01 08:50:02,Start process,5,10,10.0,System,Start process
229,C00025_r1,2025-01-01 08:50:02,Review submission,8,850,100.0,Reviewer,Review submission
231,C00025_r2,2025-01-01 08:50:03,Review submission,8,850,100.0,Reviewer,Review submission
232,C00026_r0,2025-01-01 08:51:00,Check document,2,120,30.0,Clerk,Check document
233,C00025_r0,2025-01-01 08:51:00,Disapprove application,2,130,20.0,review_board,Disapprove application
234,C00025_r1,2025-01-01 08:51:01,Disapprove application,2,130,20.0,review_board,Disapprove application
235,C00026_r1,2025-01-01 08:51:01,Check document,2,120,30.0,Clerk,Check document
236,C00025_r0,2025-01-01 08:51:01,Revise document,8,932,182.0,Supervisor,Revise document
240,C00025_r1,2025-01-01 08:51:02,Revise document,8,932,182.0,Supervisor,Revise document
239,C00025_r0,2025-01-01 08:51:02,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
238,C00025_r2,2025-01-01 08:51:02,Disapprove application,2,130,20.0,review_board,Disapprove application
237,C00026_r2,2025-01-01 08:51:02,Check document,2,120,30.0,Clerk,Check document
241,C00025_r2,2025-01-01 08:51:03,Revise document,8,932,182.0,Supervisor,Revise document
242,C00025_r0,2025-01-01 08:51:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
243,C00025_r1,2025-01-01 08:51:03,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
244,C00025_r2,2025-01-01 08:51:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
245,C00025_r0,2025-01-01 08:51:04,Complete process,0,0,0.0,System,Complete process
246,C00025_r1,2025-01-01 08:51:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
248,C00025_r2,2025-01-01 08:51:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
247,C00025_r1,2025-01-01 08:51:05,Complete process,0,0,0.0,System,Complete process
249,C00025_r2,2025-01-01 08:51:06,Complete process,0,0,0.0,System,Complete process
250,C00027_r0,2025-01-01 08:52:00,Start process,5,10,10.0,System,Start process
251,C00026_r0,2025-01-01 08:52:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
252,C00026_r0,2025-01-01 08:52:01,Review submission,8,850,100.0,Reviewer,Review submission
253,C00026_r1,2025-01-01 08:52:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
254,C00027_r1,2025-01-01 08:52:01,Start process,5,10,10.0,System,Start process
256,C00026_r2,2025-01-01 08:52:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
257,C00027_r2,2025-01-01 08:52:02,Start process,5,10,10.0,System,Start process
255,C00026_r1,2025-01-01 08:52:02,Review submission,8,850,100.0,Reviewer,Review submission
258,C00026_r2,2025-01-01 08:52:03,Review submission,8,850,100.0,Reviewer,Review submission
259,C00026_r0,2025-01-01 08:53:00,Disapprove application,2,130,20.0,review_board,Disapprove application
260,C00027_r0,2025-01-01 08:53:00,Check document,2,120,30.0,Clerk,Check document
261,C00026_r1,2025-01-01 08:53:01,Approve application,2,130,20.0,Manager,Approve application
262,C00027_r1,2025-01-01 08:53:01,Check document,2,120,30.0,Clerk,Check document
263,C00026_r0,2025-01-01 08:53:01,Revise document,8,932,182.0,Supervisor,Revise document
267,C00027_r2,2025-01-01 08:53:02,Check document,2,120,30.0,Clerk,Check document
266,C00026_r2,2025-01-01 08:53:02,Disapprove application,2,130,20.0,review_board,Disapprove application
265,C00026_r0,2025-01-01 08:53:02,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
264,C00026_r1,2025-01-01 08:53:02,Complete process,0,0,0.0,System,Complete process
268,C00026_r0,2025-01-01 08:53:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
269,C00026_r2,2025-01-01 08:53:03,Revise document,8,932,182.0,Supervisor,Revise document
270,C00026_r2,2025-01-01 08:53:04,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
271,C00026_r0,2025-01-01 08:53:04,Complete process,0,0,0.0,System,Complete process
272,C00026_r2,2025-01-01 08:53:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
273,C00026_r2,2025-01-01 08:53:06,Complete process,0,0,0.0,System,Complete process
275,C00028_r0,2025-01-01 08:54:00,Start process,5,10,10.0,System,Start process
274,C00027_r0,2025-01-01 08:54:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
276,C00027_r0,2025-01-01 08:54:01,Review submission,8,850,100.0,Reviewer,Review submission
277,C00028_r1,2025-01-01 08:54:01,Start process,5,10,10.0,System,Start process
278,C00027_r1,2025-01-01 08:54:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
279,C00028_r2,2025-01-01 08:54:02,Start process,5,10,10.0,System,Start process
280,C00027_r2,2025-01-01 08:54:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
281,C00027_r1,2025-01-01 08:54:02,Review submission,8,850,100.0,Reviewer,Review submission
282,C00027_r2,2025-01-01 08:54:03,Review submission,8,850,100.0,Reviewer,Review submission
284,C00028_r0,2025-01-01 08:55:00,Check document,2,120,30.0,Clerk,Check document
283,C00027_r0,2025-01-01 08:55:00,Disapprove application,2,130,20.0,review_board,Disapprove application
285,C00027_r1,2025-01-01 08:55:01,Disapprove application,2,130,20.0,review_board,Disapprove application
286,C00028_r1,2025-01-01 08:55:01,Check document,2,120,30.0,Clerk,Check document
287,C00027_r0,2025-01-01 08:55:01,Revise document,8,932,182.0,Supervisor,Revise document
288,C00027_r0,2025-01-01 08:55:02,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
289,C00027_r2,2025-01-01 08:55:02,Approve application,2,130,20.0,Manager,Approve application
290,C00028_r2,2025-01-01 08:55:02,Check document,2,120,30.0,Clerk,Check document
291,C00027_r1,2025-01-01 08:55:02,Revise document,8,932,182.0,Supervisor,Revise document
292,C00027_r2,2025-01-01 08:55:03,Complete process,0,0,0.0,System,Complete process
293,C00027_r0,2025-01-01 08:55:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
294,C00027_r1,2025-01-01 08:55:03,Submit application,9,950,200.0,Senior Analyst,Second Submit Application
295,C00027_r0,2025-01-01 08:55:04,Complete process,0,0,0.0,System,Complete process
296,C00027_r1,2025-01-01 08:55:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
297,C00027_r1,2025-01-01 08:55:05,Complete process,0,0,0.0,System,Complete process
298,C00028_r0,2025-01-01 08:56:00,Submit application,9,950,200.0,Senior Analyst,First Submit Application
299,C00028_r0,2025-01-01 08:56:01,Review submission,8,850,100.0,Reviewer,Review submission
300,C00028_r1,2025-01-01 08:56:01,Submit application,9,950,200.0,Senior Analyst,First Submit Application
301,C00028_r1,2025-01-01 08:56:02,Review submission,8,850,100.0,Reviewer,Review submission
302,C00028_r2,2025-01-01 08:56:02,Submit application,9,950,200.0,Senior Analyst,First Submit Application
303,C00028_r2,2025-01-01 08:56:03,Review submission,8,850,100.0,Reviewer,Review submission
304,C00028_r0,2025-01-01 08:57:00,Disapprove application,2,130,20.0,review_board,Disapprove application
306,C00028_r0,2025-01-01 08:57:01,Revise document,8,932,182.0,Supervisor,Revise document
