EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2
37,4,2023-01-01 08:30:00,Review,UserB,7.67,15.59
38,4,2023-01-01 08:35:00,Review,UserB,8.66,13.76
39,4,2023-01-01 08:40:00,Review,UserC,7.77,14.39
40,4,2023-01-01 08:45:00,Archive,UserA,10.78,14.51
41,5,2023-01-01 08:00:00,Submit,System,6.98,3.52
42,5,2023-01-01 08:05:00,Submit,UserA,3.37,1.15
43,5,2023-01-01 08:10:00,Submit,UserA,7.86,1.89
44,5,2023-01-01 08:15:00,Review,UserC,10.32,14.53
45,5,2023-01-01 08:20:00,Review,UserC,11.82,19.48
46,5,2023-01-01 08:25:00,Submit,UserB,5.25,1.34
47,5,2023-01-01 08:30:00,Submit,UserB,1.37,3.06
48,5,2023-01-01 08:35:00,Archive,UserC,11.58,18.55
49,5,2023-01-01 08:40:00,Archive,UserB,13.72,12.58
50,5,2023-01-01 08:45:00,Approve,UserA,12.21,13.01
51,6,2023-01-01 08:00:00,Submit,UserB,2.92,3.58
52,6,2023-01-01 08:05:00,Review,UserA,10.2,12.9
53,6,2023-01-01 08:10:00,Submit,UserA,7.94,2.13
54,6,2023-01-01 08:15:00,Submit,System,8.9,3.43
55,6,2023-01-01 08:20:00,Review,UserB,6.66,19.71
56,6,2023-01-01 08:25:00,Approve,UserB,5.4,14.13
57,6,2023-01-01 08:30:00,Submit,UserB,9.98,4.13
58,6,2023-01-01 08:35:00,Review,UserB,7.18,13.62
59,6,2023-01-01 08:40:00,Submit,UserB,8.11,4.15
60,6,2023-01-01 08:45:00,Approve,UserA,10.83,15.75
61,7,2023-01-01 08:00:00,Archive,UserB,11.51,10.81
62,7,2023-01-01 08:05:00,Archive,UserA,9.07,18.76
63,7,2023-01-01 08:10:00,Approve,UserB,7.86,13.14
64,7,2023-01-01 08:15:00,Archive,UserC,5.49,12.48
65,7,2023-01-01 08:20:00,Approve,UserB,10.1,13.48
66,7,2023-01-01 08:25:00,Submit,System,1.4,2.75
67,7,2023-01-01 08:30:00,Submit,UserB,3.93,3.76
68,7,2023-01-01 08:35:00,Submit,UserA,8.69,1.95
69,7,2023-01-01 08:40:00,Submit,UserA,1.8,1.44
70,7,2023-01-01 08:45:00,Review,UserA,6.41,13.36
71,8,2023-01-01 08:00:00,Review,UserA,6.71,18.79
72,8,2023-01-01 08:05:00,Submit,UserA,4.41,4.83
73,8,2023-01-01 08:10:00,Review,UserA,13.49,16.15
74,8,2023-01-01 08:15:00,Archive,UserB,5.28,14.58
75,8,2023-01-01 08:20:00,Submit,System,7.14,3.8
76,8,2023-01-01 08:25:00,Archive,UserB,12.54,14.1
77,8,2023-01-01 08:30:00,Review,UserC,5.57,13.27
78,8,2023-01-01 08:35:00,Review,UserB,13.94,10.68
79,8,2023-01-01 08:40:00,Submit,System,7.24,3.82
80,8,2023-01-01 08:45:00,Archive,UserA,11.3,12.87
81,9,2023-01-01 08:00:00,Review,UserB,9.12,19.65
82,9,2023-01-01 08:05:00,Submit,UserB,4.48,4.49
83,9,2023-01-01 08:10:00,Review,UserA,11.84,11.59
84,9,2023-01-01 08:15:00,Submit,UserB,5.68,4.35
85,9,2023-01-01 08:20:00,Review,UserA,10.34,11.21
86,9,2023-01-01 08:25:00,Review,UserC,14.83,10.91
87,9,2023-01-01 08:30:00,Review,UserC,5.98,18.98
88,9,2023-01-01 08:35:00,Submit,UserB,8.32,3.22
89,9,2023-01-01 08:40:00,Approve,UserA,11.43,18.14
90,9,2023-01-01 08:45:00,Approve,UserC,11.1,18.64
91,10,2023-01-01 08:00:00,Archive,UserC,8.04,19.04
92,10,2023-01-01 08:05:00,Review,UserA,12.5,15.93
93,10,2023-01-01 08:10:00,Archive,UserC,7.84,14.03
94,10,2023-01-01 08:15:00,Review,UserB,11.41,17.12
95,10,2023-01-01 08:20:00,Review,UserB,9.36,11.85
96,10,2023-01-01 08:25:00,Archive,UserC,6.36,10.36
97,10,2023-01-01 08:30:00,Archive,UserA,5.82,14.4
98,10,2023-01-01 08:35:00,Approve,UserC,14.03,13.95
99,10,2023-01-01 08:40:00,Submit,UserA,8.86,4.35
100,10,2023-01-01 08:45:00,Submit,UserA,8.09,3.19
