SYSCALL_pid,SYSCALL_timestamp,SYSCALL_syscall,PROCESS_uid,SYSCALL_success,SYSCALL_exit,SYSCALL_exit_hint,PROCESS_comm,CUSTOM_openFiles,CUSTOM_libs,base_activity_label,ground_truth_activity_label,EventID
649856,0,mmap,root,yes,548130930688.0,548130930688,cron,"['tmp', 'cron', 'pam_env.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",mmap_root,mmap_root_yes,12
649856,0,mmap,root,yes,548131008512.0,548131008512,cron,"['tmp', 'cron', 'pam_env.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",mmap_root,mmap_root_yes,13
649856,0,close,root,yes,0.0,0,cron,"['tmp', 'cron']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",close_root,close_root_yes,14
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,15
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,16
649856,0,openat,root,yes,8.0,8,cron,"['tmp', 'cron', 'common-account']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",openat_root,openat_root_yes,17
649855,0,openat,www-data,yes,6.0,6,find,"['.', '-..', '-..attr']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,18
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,19
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,20
649855,0,openat,www-data,yes,6.0,6,find,"['.', '-..', '-apparmor']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,21
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,22
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,23
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,24
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,25
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'cron']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",close_root,close_root_yes,26
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'cron', 'common-session-noninteractive']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",openat_root,openat_root_yes,27
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'cron']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",close_root,close_root_yes,28
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'cron', 'pam_limits.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so']",openat_root,openat_root_yes,29
649856,4,mmap,root,yes,548130840576.0,548130840576,cron,"['tmp', 'cron', 'pam_limits.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",mmap_root,mmap_root_yes,30
649856,4,mmap,root,yes,548130922496.0,548130922496,cron,"['tmp', 'cron', 'pam_limits.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",mmap_root,mmap_root_yes,31
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'cron']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,close_root_yes,32
649856,4,close,root,yes,0.0,0,cron,['tmp'],"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,close_root_yes,33
649856,4,openat,root,yes,7.0,7,cron,"['tmp', 'other']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,34
649855,0,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,35
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'other', 'common-auth']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,36
649855,4,close,www-data,yes,0.0,0,find,"['.', '-..']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,37
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'other']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,close_root_yes,38
649855,4,openat,www-data,yes,6.0,6,find,"['.', '-..', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,39
649855,4,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,40
649855,4,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,41
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'other', 'common-account']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,42
649855,4,openat,www-data,yes,5.0,5,find,"['.', '-....', '-....23']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,43
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'other']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,close_root_yes,44
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'other', 'common-password']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,45
649856,4,close,root,yes,0.0,0,cron,"['tmp', 'other']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,close_root_yes,46
649856,4,openat,root,yes,8.0,8,cron,"['tmp', 'other', 'common-session']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,47
649856,4,openat,root,yes,9.0,9,cron,"['tmp', 'other', 'common-session', 'pam_systemd.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,openat_root_yes,48
649855,4,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,49
649855,4,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,50
649856,4,mmap,root,yes,548130316288.0,548130316288,cron,"['tmp', 'other', 'common-session', 'pam_systemd.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,mmap_root_yes,51
649855,4,openat,www-data,yes,5.0,5,find,"['.', '-....', '-task']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,52
649856,4,mmap,root,yes,548130811904.0,548130811904,cron,"['tmp', 'other', 'common-session', 'pam_systemd.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,mmap_root_yes,53
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,54
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,55
649856,8,mmap,root,yes,548130836480.0,548130836480,cron,"['tmp', 'other', 'common-session', 'pam_systemd.so']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,mmap_root_yes,56
649855,8,openat,www-data,yes,5.0,5,find,"['.', '-....', '-23']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,57
649856,8,close,root,yes,0.0,0,cron,"['tmp', 'other', 'common-session']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",close_root,close_root_yes,58
649856,8,openat,root,yes,9.0,9,cron,"['tmp', 'other', 'common-session', 'ld.so.cache']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",openat_root,openat_root_yes,59
649856,8,mmap,root,yes,548134006784.0,548134006784,cron,"['tmp', 'other', 'common-session', 'ld.so.cache']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,mmap_root_yes,60
649856,8,close,root,yes,0.0,0,cron,"['tmp', 'other', 'common-session']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",close_root,close_root_yes,61
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,62
649856,8,openat,root,yes,9.0,9,cron,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",openat_root,openat_root_yes,63
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,64
649855,8,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,65
649856,8,mmap,root,yes,548130234368.0,548130234368,cron,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",mmap_root,mmap_root_yes,66
649856,8,mmap,root,yes,548130308096.0,548130308096,cron,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",mmap_root,mmap_root_yes,67
649856,8,close,root,yes,0.0,0,cron,"['tmp', 'other', 'common-session']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",close_root,close_root_yes,68
649856,8,openat,root,yes,9.0,9,cron,"['tmp', 'other', 'common-session', 'libm.so.6']","['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",openat_root,openat_root_yes,69
649855,8,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,70
649855,8,openat,www-data,no,-13.0,EACCES(Permission denied),find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_no,71
649855,8,openat,www-data,yes,5.0,5,find,"['.', '-....', '-net']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,72
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,73
649855,8,close,www-data,yes,0.0,0,find,"['.', '-....']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,74
649855,8,openat,www-data,yes,5.0,5,find,"['.', '-....', '-rpc']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,openat_www-data_yes,75
649855,8,close,www-data,yes,0.0,0,find,"['.', '-rpc']","['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,76
649855,8,close,www-data,yes,0.0,0,find,['.'],"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,close_www-data_yes,77
