SYSCALL_pid,SYSCALL_timestamp,SYSCALL_exit,CUSTOM_openFiles,SYSCALL_exit_hint,PROCESS_comm,CUSTOM_libs,activity_label,EventID
649856,4,0.0,['tmp'],0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,33
649856,4,7.0,"['tmp', 'other']",7,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,34
649855,0,0.0,"['.', '-..']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,35
649856,4,8.0,"['tmp', 'other', 'common-auth']",8,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,36
649855,4,0.0,"['.', '-..']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,37
649856,4,0.0,"['tmp', 'other']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,38
649855,4,6.0,"['.', '-..', '-....']",6,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,39
649855,4,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,40
649855,4,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,41
649856,4,8.0,"['tmp', 'other', 'common-account']",8,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,42
649855,4,5.0,"['.', '-....', '-....23']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,43
649856,4,0.0,"['tmp', 'other']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,44
649856,4,8.0,"['tmp', 'other', 'common-password']",8,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,45
649856,4,0.0,"['tmp', 'other']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",close_root,46
649856,4,8.0,"['tmp', 'other', 'common-session']",8,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,47
649856,4,9.0,"['tmp', 'other', 'common-session', 'pam_systemd.so']",9,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so']",openat_root,48
649855,4,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,49
649855,4,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,50
649856,4,548130316288.0,"['tmp', 'other', 'common-session', 'pam_systemd.so']",548130316288,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,51
649855,4,5.0,"['.', '-....', '-task']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,52
649856,4,548130811904.0,"['tmp', 'other', 'common-session', 'pam_systemd.so']",548130811904,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,53
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,54
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,55
649856,8,548130836480.0,"['tmp', 'other', 'common-session', 'pam_systemd.so']",548130836480,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,56
649855,8,5.0,"['.', '-....', '-23']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,57
649856,8,0.0,"['tmp', 'other', 'common-session']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",close_root,58
649856,8,9.0,"['tmp', 'other', 'common-session', 'ld.so.cache']",9,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",openat_root,59
649856,8,548134006784.0,"['tmp', 'other', 'common-session', 'ld.so.cache']",548134006784,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",mmap_root,60
649856,8,0.0,"['tmp', 'other', 'common-session']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",close_root,61
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,62
649856,8,9.0,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']",9,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so']",openat_root,63
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,64
649855,8,-13.0,"['.', '-....']",EACCES(Permission denied),find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,65
649856,8,548130234368.0,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']",548130234368,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",mmap_root,66
649856,8,548130308096.0,"['tmp', 'other', 'common-session', 'libpam_misc.so.0']",548130308096,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",mmap_root,67
649856,8,0.0,"['tmp', 'other', 'common-session']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",close_root,68
649856,8,9.0,"['tmp', 'other', 'common-session', 'libm.so.6']",9,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0']",openat_root,69
649855,8,-13.0,"['.', '-....']",EACCES(Permission denied),find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,70
649855,8,-13.0,"['.', '-....']",EACCES(Permission denied),find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,71
649855,8,5.0,"['.', '-....', '-net']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,72
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,73
649855,8,0.0,"['.', '-....']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,74
649855,8,5.0,"['.', '-....', '-rpc']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,75
649855,8,0.0,"['.', '-rpc']",0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,76
649855,8,0.0,['.'],0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,77
649855,8,0.0,['.'],0,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",close_www-data,78
649855,8,5.0,"['.', '-auth.unix.ip']",5,find,"['libselinux.so.1', 'libm.so.6', 'libc.so.6', 'libpcre2-8.so.0', 'libdl.so.2', 'libpthread.so.0']",openat_www-data,79
649856,12,548129533952.0,"['tmp', 'other', 'common-session', 'libm.so.6']",548129533952,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0', 'libm.so.6']",mmap_root,80
649856,12,548130226176.0,"['tmp', 'other', 'common-session', 'libm.so.6']",548130226176,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0', 'libm.so.6']",mmap_root,81
649856,12,0.0,"['tmp', 'other', 'common-session']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0', 'libm.so.6']",close_root,82
649856,12,0.0,"['tmp', 'other', 'common-session']",0,cron,"['pam_unix.so', 'libcrypt.so.1', 'libnsl.so.2', 'libtirpc.so.3', 'libgssapi_krb5.so.2', 'libkrb5.so.3', 'libk5crypto.so.3', 'libcom_err.so.2', 'libkrb5support.so.0', 'libkeyutils.so.1', 'libresolv.so.2', 'pam_deny.so', 'pam_permit.so', 'pam_loginuid.so', 'pam_env.so', 'pam_limits.so', 'pam_systemd.so', 'libpam_misc.so.0', 'libm.so.6']",munmap_root,83
