EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2
58,6,2023-01-01 08:35:00,Approve,UserA,13.08,18.06
59,6,2023-01-01 08:40:00,Submit,UserA,6.71,14.1
60,6,2023-01-01 08:45:00,Archive,UserC,8.91,18.86
61,7,2023-01-01 08:00:00,Submit,UserA,13.94,17.47
62,7,2023-01-01 08:05:00,Approve,UserB,10.6,14.52
63,7,2023-01-01 08:10:00,Archive,UserB,13.29,15.82
64,7,2023-01-01 08:15:00,Review,UserA,14.72,10.04
65,7,2023-01-01 08:20:00,Review,UserA,7.35,14.58
66,7,2023-01-01 08:25:00,Submit,UserB,9.59,18.74
67,7,2023-01-01 08:30:00,Archive,UserA,14.67,10.52
68,7,2023-01-01 08:35:00,Approve,UserC,6.49,13.23
69,7,2023-01-01 08:40:00,Approve,UserC,8.33,19.19
70,7,2023-01-01 08:45:00,Review,UserB,7.37,13.25
71,8,2023-01-01 08:00:00,Submit,UserA,8.23,19.05
72,8,2023-01-01 08:05:00,Submit,UserA,5.81,14.94
73,8,2023-01-01 08:10:00,Submit,UserB,9.21,19.01
74,8,2023-01-01 08:15:00,Approve,UserB,14.58,15.81
75,8,2023-01-01 08:20:00,Review,UserA,6.14,18.33
76,8,2023-01-01 08:25:00,Review,UserB,5.27,11.44
77,8,2023-01-01 08:30:00,Review,UserA,12.68,16.46
78,8,2023-01-01 08:35:00,Review,UserB,6.12,18.98
79,8,2023-01-01 08:40:00,Archive,UserA,6.36,13.04
80,8,2023-01-01 08:45:00,Approve,UserC,8.58,14.03
81,9,2023-01-01 08:00:00,Submit,UserA,9.08,14.73
82,9,2023-01-01 08:05:00,Archive,UserA,11.19,19.98
83,9,2023-01-01 08:10:00,Archive,UserC,12.06,15.3
84,9,2023-01-01 08:15:00,Review,UserC,14.21,13.22
85,9,2023-01-01 08:20:00,Submit,UserC,12.8,13.24
86,9,2023-01-01 08:25:00,Archive,UserB,6.31,15.02
87,9,2023-01-01 08:30:00,Review,UserA,13.41,14.84
88,9,2023-01-01 08:35:00,Approve,UserC,14.7,14.6
89,9,2023-01-01 08:40:00,Review,UserA,12.59,13.37
90,9,2023-01-01 08:45:00,Archive,UserC,9.53,12.4
91,10,2023-01-01 08:00:00,Submit,UserA,11.04,14.36
92,10,2023-01-01 08:05:00,Approve,UserC,10.43,19.89
93,10,2023-01-01 08:10:00,Archive,UserA,9.86,16.98
94,10,2023-01-01 08:15:00,Submit,UserA,7.56,14.75
95,10,2023-01-01 08:20:00,Submit,UserC,9.8,16.69
96,10,2023-01-01 08:25:00,Approve,UserA,9.62,13.6
97,10,2023-01-01 08:30:00,Approve,UserC,10.09,13.31
98,10,2023-01-01 08:35:00,Approve,UserA,12.48,16.63
99,10,2023-01-01 08:40:00,Submit,UserC,13.47,15.5
100,10,2023-01-01 08:45:00,Approve,UserC,5.07,13.15
