EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2,Version
4,1,2023-01-01 08:15:00,Submit,UserA,11.71,13.26,2
5,1,2023-01-01 08:20:00,Submit,UserA,9.33,18.29,2
6,1,2023-01-01 08:25:00,Finalize,UserC,12.58,18.36,2
7,1,2023-01-01 08:30:00,Submit,UserC,13.86,15.12,2
8,1,2023-01-01 08:35:00,Submit,UserB,11.62,19.11,2
9,1,2023-01-01 08:40:00,Submit,UserC,11.15,16.72,2
10,1,2023-01-01 08:45:00,Submit,UserA,9.34,19.58,2
11,2,2023-01-01 08:00:00,Finalize,UserA,11.92,17.97,2
12,2,2023-01-01 08:05:00,Review,UserC,12.99,15.36,2
13,2,2023-01-01 08:10:00,Finalize,UserC,14.2,15.72,2
14,2,2023-01-01 08:15:00,Submit,UserA,7.37,12.03,2
15,2,2023-01-01 08:20:00,Approve,UserB,5.05,14.83,2
16,2,2023-01-01 08:25:00,Archive,UserA,6.22,16.1,2
17,2,2023-01-01 08:30:00,Archive,UserB,9.49,16.38,2
18,2,2023-01-01 08:35:00,Finalize,UserB,10.7,19.27,2
19,2,2023-01-01 08:40:00,Approve,UserB,10.58,10.61,2
20,2,2023-01-01 08:45:00,Submit,UserB,11.06,11.43,2
21,3,2023-01-01 08:00:00,Finalize,UserA,6.33,11.6,2
22,3,2023-01-01 08:05:00,Review,UserC,9.73,16.9,2
23,3,2023-01-01 08:10:00,Finalize,UserB,8.52,19.42,2
24,3,2023-01-01 08:15:00,Submit,UserC,13.27,19.16,2
25,3,2023-01-01 08:20:00,Archive,UserA,14.95,11.45,2
26,3,2023-01-01 08:25:00,Archive,UserC,9.31,14.91,2
27,3,2023-01-01 08:30:00,Finalize,UserB,10.82,17.9,2
28,3,2023-01-01 08:35:00,Finalize,UserB,10.03,12.71,2
29,3,2023-01-01 08:40:00,Submit,UserB,9.76,15.22,2
30,3,2023-01-01 08:45:00,Approve,UserC,6.25,10.2,2
31,4,2023-01-01 08:00:00,Finalize,UserB,9.53,15.21,2
32,4,2023-01-01 08:05:00,Review,UserC,13.49,12.11,2
33,4,2023-01-01 08:10:00,Approve,UserA,5.01,15.39,2
34,4,2023-01-01 08:15:00,Approve,UserA,6.53,11.17,2
35,4,2023-01-01 08:20:00,Approve,UserB,7.56,11.37,2
36,4,2023-01-01 08:25:00,Review,UserA,11.67,10.83,2
37,4,2023-01-01 08:30:00,Approve,UserC,7.02,15.58,2
38,4,2023-01-01 08:35:00,Review,UserC,9.25,16.25,2
39,4,2023-01-01 08:40:00,Review,UserC,13.99,16.18,2
40,4,2023-01-01 08:45:00,Archive,UserC,13.64,15.49,2
41,5,2023-01-01 08:00:00,Archive,UserA,14.76,15.51,2
42,5,2023-01-01 08:05:00,Approve,UserB,9.05,10.76,2
43,5,2023-01-01 08:10:00,Approve,UserA,8.3,18.13,2
44,5,2023-01-01 08:15:00,Archive,UserB,12.81,12.65,2
45,5,2023-01-01 08:20:00,Submit,UserA,11.63,16.63,2
46,5,2023-01-01 08:25:00,Finalize,UserC,9.6,15.76,2
47,5,2023-01-01 08:30:00,Approve,UserB,11.48,15.73,2
48,5,2023-01-01 08:35:00,Archive,UserB,5.34,11.41,2
49,5,2023-01-01 08:40:00,Finalize,UserC,14.23,19.16,2
50,5,2023-01-01 08:45:00,Finalize,UserB,8.08,11.11,2
51,6,2023-01-01 08:00:00,Review,UserC,8.65,17.78,2
52,6,2023-01-01 08:05:00,Archive,UserC,11.31,18.43,2
53,6,2023-01-01 08:10:00,Submit,UserB,14.99,10.65,2
54,6,2023-01-01 08:15:00,Finalize,UserC,9.71,12.09,2
55,6,2023-01-01 08:20:00,Review,UserB,11.58,18.21,2
56,6,2023-01-01 08:25:00,Approve,UserA,12.18,15.57,2
57,6,2023-01-01 08:30:00,Submit,UserC,12.81,17.53,2
58,6,2023-01-01 08:35:00,Review,UserB,5.86,14.4,2
59,6,2023-01-01 08:40:00,Submit,UserA,6.83,18.78,2
60,6,2023-01-01 08:45:00,Approve,UserC,12.5,19.61,2
61,7,2023-01-01 08:00:00,Approve,UserB,5.28,16.15,2
62,7,2023-01-01 08:05:00,Submit,UserA,6.14,12.43,2
63,7,2023-01-01 08:10:00,Approve,UserA,9.1,11.7,2
64,7,2023-01-01 08:15:00,Approve,UserC,13.28,17.65,2
65,7,2023-01-01 08:20:00,Finalize,UserC,11.41,11.63,2
66,7,2023-01-01 08:25:00,Finalize,UserB,12.61,15.12,2
67,7,2023-01-01 08:30:00,Review,UserC,5.51,12.14,2
68,7,2023-01-01 08:35:00,Submit,UserC,7.21,10.35,2
69,7,2023-01-01 08:40:00,Archive,UserA,6.65,14.42,2
70,7,2023-01-01 08:45:00,Submit,UserA,8.95,18.57,2
71,8,2023-01-01 08:00:00,Submit,UserC,10.75,14.17,2
72,8,2023-01-01 08:05:00,Submit,UserA,6.59,15.54,2
73,8,2023-01-01 08:10:00,Archive,UserC,9.33,14.13,2
74,8,2023-01-01 08:15:00,Review,UserC,10.42,15.61,2
75,8,2023-01-01 08:20:00,Approve,UserB,7.65,14.89,2
76,8,2023-01-01 08:25:00,Finalize,UserA,7.74,14.93,2
77,8,2023-01-01 08:30:00,Archive,UserC,12.51,10.2,2
78,8,2023-01-01 08:35:00,Archive,UserA,13.93,19.09,2
79,8,2023-01-01 08:40:00,Submit,UserB,5.05,19.16,2
80,8,2023-01-01 08:45:00,Finalize,UserB,6.55,15.65,2
81,9,2023-01-01 08:00:00,Submit,UserC,12.64,17.1,2
82,9,2023-01-01 08:05:00,Finalize,UserA,6.06,19.29,2
83,9,2023-01-01 08:10:00,Finalize,UserA,12.11,17.49,2
84,9,2023-01-01 08:15:00,Archive,UserA,8.77,16.33,2
85,9,2023-01-01 08:20:00,Archive,UserB,11.84,18.65,2
86,9,2023-01-01 08:25:00,Archive,UserB,5.87,14.17,2
87,9,2023-01-01 08:30:00,Submit,UserA,6.93,12.74,2
88,9,2023-01-01 08:35:00,Review,UserA,8.94,19.4,2
89,9,2023-01-01 08:40:00,Archive,UserA,6.63,15.3,2
90,9,2023-01-01 08:45:00,Finalize,UserB,11.37,19.66,2
91,10,2023-01-01 08:00:00,Finalize,UserC,7.06,19.43,2
92,10,2023-01-01 08:05:00,Finalize,UserC,10.56,12.3,2
93,10,2023-01-01 08:10:00,Archive,UserB,7.45,14.1,2
94,10,2023-01-01 08:15:00,Archive,UserB,5.32,10.9,2
95,10,2023-01-01 08:20:00,Approve,UserA,14.35,18.65,2
96,10,2023-01-01 08:25:00,Archive,UserB,8.75,11.07,2
97,10,2023-01-01 08:30:00,Approve,UserC,6.33,18.81,2
98,10,2023-01-01 08:35:00,Approve,UserA,6.2,13.82,2
99,10,2023-01-01 08:40:00,Archive,UserA,9.81,19.09,2
100,10,2023-01-01 08:45:00,Finalize,UserC,13.26,14.08,2
1,1,2023-01-01 08:00:00,Archive,UserB,6.78,14.89,3
2,1,2023-01-01 08:05:00,Review,UserA,10.67,11.87,3
3,1,2023-01-01 08:10:00,Submit,UserB,8.92,4.91,3
4,1,2023-01-01 08:15:00,Review,UserC,8.53,17.49,3
5,1,2023-01-01 08:20:00,Approve,UserA,13.17,13.72,3
6,1,2023-01-01 08:25:00,Submit,UserA,7.27,4.66,3
7,1,2023-01-01 08:30:00,Submit,UserA,3.32,1.67,3
8,1,2023-01-01 08:35:00,Review,UserB,14.03,13.23,3
9,1,2023-01-01 08:40:00,Submit,UserB,3.49,4.43,3
10,1,2023-01-01 08:45:00,Submit,UserA,4.34,4.64,3
11,2,2023-01-01 08:00:00,Approve,UserB,5.25,16.0,3
12,2,2023-01-01 08:05:00,Archive,UserC,9.16,18.16,3
13,2,2023-01-01 08:10:00,Review,UserA,5.01,18.3,3
14,2,2023-01-01 08:15:00,Review,UserC,9.72,14.93,3
15,2,2023-01-01 08:20:00,Submit,UserA,5.99,3.06,3
16,2,2023-01-01 08:25:00,Submit,UserA,1.62,2.32,3
17,2,2023-01-01 08:30:00,Submit,UserA,5.21,4.02,3
18,2,2023-01-01 08:35:00,Submit,System,6.52,3.76,3
19,2,2023-01-01 08:40:00,Submit,UserA,2.67,3.35,3
20,2,2023-01-01 08:45:00,Approve,UserA,6.04,11.09,3
21,3,2023-01-01 08:00:00,Submit,UserB,2.43,3.61,3
22,3,2023-01-01 08:05:00,Archive,UserC,5.32,11.84,3
23,3,2023-01-01 08:10:00,Submit,UserA,7.06,2.0,3
24,3,2023-01-01 08:15:00,Approve,UserA,11.14,17.51,3
25,3,2023-01-01 08:20:00,Review,UserA,5.32,18.0,3
26,3,2023-01-01 08:25:00,Review,UserC,12.65,16.6,3
27,3,2023-01-01 08:30:00,Submit,UserA,1.78,3.46,3
28,3,2023-01-01 08:35:00,Approve,UserA,9.81,14.93,3
29,3,2023-01-01 08:40:00,Submit,System,6.47,3.78,3
30,3,2023-01-01 08:45:00,Submit,UserB,9.91,4.13,3
31,4,2023-01-01 08:00:00,Review,UserA,6.91,11.88,3
32,4,2023-01-01 08:05:00,Review,UserA,11.77,14.59,3
33,4,2023-01-01 08:10:00,Submit,System,5.65,3.39,3
34,4,2023-01-01 08:15:00,Submit,System,3.78,4.23,3
35,4,2023-01-01 08:20:00,Submit,UserB,6.1,4.03,3
36,4,2023-01-01 08:25:00,Archive,UserA,5.72,10.49,3
37,4,2023-01-01 08:30:00,Submit,UserA,4.92,1.31,3
38,4,2023-01-01 08:35:00,Submit,System,9.51,1.58,3
39,4,2023-01-01 08:40:00,Approve,UserB,12.91,15.3,3
40,4,2023-01-01 08:45:00,Submit,UserA,6.95,3.61,3
41,5,2023-01-01 08:00:00,Submit,UserB,9.57,3.07,3
42,5,2023-01-01 08:05:00,Archive,UserA,10.92,18.57,3
43,5,2023-01-01 08:10:00,Submit,System,7.61,4.01,3
44,5,2023-01-01 08:15:00,Submit,System,6.85,1.87,3
45,5,2023-01-01 08:20:00,Submit,UserA,8.17,2.53,3
46,5,2023-01-01 08:25:00,Review,UserB,7.41,19.68,3
47,5,2023-01-01 08:30:00,Submit,UserB,3.96,4.05,3
48,5,2023-01-01 08:35:00,Submit,UserA,9.64,1.61,3
49,5,2023-01-01 08:40:00,Submit,UserB,4.64,2.14,3
50,5,2023-01-01 08:45:00,Submit,UserA,8.93,2.66,3
51,6,2023-01-01 08:00:00,Submit,UserA,3.3,3.02,3
52,6,2023-01-01 08:05:00,Submit,UserA,5.9,4.52,3
53,6,2023-01-01 08:10:00,Approve,UserA,11.03,12.0,3
54,6,2023-01-01 08:15:00,Review,UserC,10.39,13.62,3
55,6,2023-01-01 08:20:00,Review,UserC,10.13,17.5,3
56,6,2023-01-01 08:25:00,Approve,UserB,7.5,12.75,3
57,6,2023-01-01 08:30:00,Approve,UserC,12.61,19.7,3
58,6,2023-01-01 08:35:00,Archive,UserB,8.78,14.22,3
59,6,2023-01-01 08:40:00,Approve,UserA,11.29,17.67,3
60,6,2023-01-01 08:45:00,Approve,UserB,12.04,15.63,3
61,7,2023-01-01 08:00:00,Submit,System,1.37,1.66,3
62,7,2023-01-01 08:05:00,Review,UserA,14.91,18.61,3
63,7,2023-01-01 08:10:00,Review,UserC,11.19,17.55,3
64,7,2023-01-01 08:15:00,Review,UserC,6.51,13.0,3
65,7,2023-01-01 08:20:00,Archive,UserA,10.02,16.87,3
66,7,2023-01-01 08:25:00,Submit,UserA,7.69,3.71,3
67,7,2023-01-01 08:30:00,Submit,UserA,8.65,2.19,3
68,7,2023-01-01 08:35:00,Submit,System,1.23,1.48,3
69,7,2023-01-01 08:40:00,Submit,UserA,8.56,2.77,3
70,7,2023-01-01 08:45:00,Submit,UserA,3.21,3.33,3
71,8,2023-01-01 08:00:00,Review,UserB,6.14,14.7,3
72,8,2023-01-01 08:05:00,Archive,UserC,9.82,16.75,3
73,8,2023-01-01 08:10:00,Submit,UserB,7.7,3.65,3
74,8,2023-01-01 08:15:00,Approve,UserB,13.45,18.19,3
75,8,2023-01-01 08:20:00,Archive,UserC,13.21,17.29,3
76,8,2023-01-01 08:25:00,Submit,UserA,3.47,1.77,3
77,8,2023-01-01 08:30:00,Submit,System,5.68,2.96,3
78,8,2023-01-01 08:35:00,Review,UserA,10.58,17.58,3
79,8,2023-01-01 08:40:00,Review,UserB,5.87,12.73,3
80,8,2023-01-01 08:45:00,Submit,UserA,1.41,1.49,3
81,9,2023-01-01 08:00:00,Submit,System,7.38,4.32,3
82,9,2023-01-01 08:05:00,Submit,UserA,4.12,2.19,3
83,9,2023-01-01 08:10:00,Submit,UserA,7.49,1.51,3
84,9,2023-01-01 08:15:00,Archive,UserA,12.03,15.83,3
85,9,2023-01-01 08:20:00,Review,UserC,6.07,17.52,3
86,9,2023-01-01 08:25:00,Submit,UserA,5.15,1.66,3
87,9,2023-01-01 08:30:00,Archive,UserA,8.74,14.75,3
88,9,2023-01-01 08:35:00,Review,UserB,13.22,12.23,3
89,9,2023-01-01 08:40:00,Submit,UserB,1.76,1.32,3
90,9,2023-01-01 08:45:00,Submit,System,1.94,1.9,3
91,10,2023-01-01 08:00:00,Review,UserB,6.93,13.29,3
92,10,2023-01-01 08:05:00,Submit,UserA,8.79,4.15,3
93,10,2023-01-01 08:10:00,Approve,UserA,6.22,13.08,3
94,10,2023-01-01 08:15:00,Archive,UserC,14.7,13.57,3
95,10,2023-01-01 08:20:00,Review,UserC,8.39,19.99,3
96,10,2023-01-01 08:25:00,Submit,System,5.02,2.26,3
97,10,2023-01-01 08:30:00,Submit,UserA,7.85,3.29,3
98,10,2023-01-01 08:35:00,Submit,UserA,7.65,2.87,3
99,10,2023-01-01 08:40:00,Submit,UserA,3.37,3.63,3
100,10,2023-01-01 08:45:00,Submit,UserB,9.34,3.75,3
