EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2,Version
267,7,2023-01-01 08:04:08,Submit,UserA,8.56,2.77,3
268,8,2023-01-01 08:04:09,Review,UserB,5.87,12.73,3
269,9,2023-01-01 08:04:10,Submit,UserB,1.76,1.32,3
257,7,2023-01-01 08:04:11,Archive,UserA,6.65,14.42,2
264,4,2023-01-01 08:04:12,Approve,UserB,12.91,15.3,3
256,6,2023-01-01 08:04:13,Submit,UserA,6.83,18.78,2
263,3,2023-01-01 08:04:14,Submit,System,6.47,3.78,3
254,4,2023-01-01 08:04:15,Review,UserC,13.99,16.18,2
241,1,2023-01-01 08:04:16,Review,UserA,6.88,12.28,1
242,2,2023-01-01 08:04:17,Review,UserA,11.66,10.75,1
243,3,2023-01-01 08:04:18,Review,UserC,8.44,17.36,1
244,4,2023-01-01 08:04:19,Review,UserB,8.33,10.08,1
255,5,2023-01-01 08:04:20,Finalize,UserC,14.23,19.16,2
246,6,2023-01-01 08:04:21,Archive,UserB,5.5,19.01,1
245,5,2023-01-01 08:04:22,Submit,UserC,8.03,13.54,1
248,8,2023-01-01 08:04:23,Approve,UserB,10.9,16.87,1
249,9,2023-01-01 08:04:24,Approve,UserA,13.43,17.77,1
250,10,2023-01-01 08:04:25,Archive,UserB,8.71,18.61,1
251,1,2023-01-01 08:04:26,Submit,UserC,11.15,16.72,2
252,2,2023-01-01 08:04:27,Approve,UserB,10.58,10.61,2
253,3,2023-01-01 08:04:28,Submit,UserB,9.76,15.22,2
247,7,2023-01-01 08:04:29,Submit,UserB,13.21,18.71,1
287,7,2023-01-01 08:04:30,Submit,UserA,8.95,18.57,2
288,8,2023-01-01 08:04:31,Finalize,UserB,6.55,15.65,2
289,9,2023-01-01 08:04:32,Finalize,UserB,11.37,19.66,2
290,10,2023-01-01 08:04:33,Finalize,UserC,13.26,14.08,2
291,1,2023-01-01 08:04:34,Submit,UserA,4.34,4.64,3
298,8,2023-01-01 08:04:35,Submit,UserA,1.41,1.49,3
293,3,2023-01-01 08:04:36,Submit,UserB,9.91,4.13,3
294,4,2023-01-01 08:04:37,Submit,UserA,6.95,3.61,3
295,5,2023-01-01 08:04:38,Submit,UserA,8.93,2.66,3
296,6,2023-01-01 08:04:39,Approve,UserB,12.04,15.63,3
297,7,2023-01-01 08:04:40,Submit,UserA,3.21,3.33,3
286,6,2023-01-01 08:04:41,Approve,UserC,12.5,19.61,2
292,2,2023-01-01 08:04:42,Approve,UserA,6.04,11.09,3
285,5,2023-01-01 08:04:43,Finalize,UserB,8.08,11.11,2
278,8,2023-01-01 08:04:44,Review,UserB,12.79,10.93,1
283,3,2023-01-01 08:04:45,Approve,UserC,6.25,10.2,2
282,2,2023-01-01 08:04:46,Submit,UserB,11.06,11.43,2
281,1,2023-01-01 08:04:47,Submit,UserA,9.34,19.58,2
280,10,2023-01-01 08:04:48,Submit,UserA,7.3,17.71,1
279,9,2023-01-01 08:04:49,Approve,UserB,5.42,17.34,1
277,7,2023-01-01 08:04:50,Approve,UserB,7.53,14.84,1
276,6,2023-01-01 08:04:51,Archive,UserB,12.82,11.69,1
275,5,2023-01-01 08:04:52,Approve,UserB,13.96,12.51,1
274,4,2023-01-01 08:04:53,Approve,UserA,5.81,10.86,1
273,3,2023-01-01 08:04:54,Approve,UserB,7.76,15.1,1
272,2,2023-01-01 08:04:55,Approve,UserB,7.41,17.0,1
271,1,2023-01-01 08:04:56,Approve,UserC,13.59,17.61,1
299,9,2023-01-01 08:04:57,Submit,System,1.94,1.9,3
284,4,2023-01-01 08:04:58,Archive,UserC,13.64,15.49,2
300,10,2023-01-01 08:04:59,Submit,UserB,9.34,3.75,3
